pair_id,musecp_key,musecp_chroma_mean,musecp_chroma_dtw,musecp_bpm,musecp_beat_f,musecp_beat_ig,musecp_struct_f,musecp_ari,musecp_contour,musecp_motif,musecp_mfcc_skl,musecp_mfcc_cos,musecp_mean12,musecp_mean10
classical_04::time_stretch::-20pct,1.000000,0.996981,0.963137,0.055287,0.400000,0.417285,1.000000,1.000000,0.616005,0.600000,0.912960,0.998984,0.736708,0.692862
classical_04::time_stretch::-10pct,1.000000,0.999549,0.990078,0.201898,0.454545,0.330858,0.946977,0.402409,0.672799,0.400000,0.932520,0.999112,0.681718,0.624905
classical_04::time_stretch::-5pct,1.000000,0.999583,0.992128,0.429798,0.545455,0.454615,0.946977,0.402409,0.677250,0.333333,0.949676,0.999268,0.715183,0.663331
classical_04::time_stretch::+20pct,1.000000,0.998278,0.972578,0.038499,0.235294,0.379954,1.000000,1.000000,0.608516,0.066667,0.914814,0.998226,0.674470,0.618072
classical_04::lowpass::lp8000,1.000000,0.999997,0.999992,1.000000,1.000000,1.000000,1.000000,1.000000,0.999982,1.000000,0.300637,0.968830,0.938948,0.999996
classical_04::lowpass::lp4000,1.000000,0.999989,0.999968,1.000000,1.000000,0.912461,1.000000,1.000000,0.999763,1.000000,0.058466,0.915309,0.906693,0.991210
classical_04::lowpass::lp2000,1.000000,0.999783,0.998848,0.007720,0.000000,0.000000,0.978747,0.643124,0.984901,0.600000,0.000595,0.819221,0.582922,0.618710
classical_04::time_stretch::+5pct,1.000000,0.999494,0.988779,0.386743,0.583333,0.369342,0.665998,0.073854,0.713754,0.733333,0.938673,0.997993,0.667592,0.607457
classical_04::time_stretch::+10pct,1.000000,0.996549,0.967756,0.131776,0.416667,0.289348,0.663318,0.073036,0.666988,0.400000,0.924753,0.998076,0.588745,0.514223
classical_04::distortion::drv4,1.000000,0.999524,0.998610,1.000000,1.000000,0.912461,1.000000,1.000000,0.957558,0.400000,0.979868,0.999780,0.936262,0.925551
classical_04::distortion::drv12,1.000000,0.999461,0.998338,1.000000,0.909091,0.878672,1.000000,1.000000,0.970125,1.000000,0.781145,0.993795,0.960087,0.974651
classical_04::style_swap::swap_cross,0.333333,0.710971,0.704799,0.009308,0.250000,0.379954,0.974723,0.638680,0.351821,0.066667,0.205176,0.816055,0.416301,0.398644
classical_04::style_swap::swap_same,0.166667,0.809961,0.756535,1.000000,0.909091,0.540994,0.989371,0.786476,0.279916,0.000000,0.130620,0.904518,0.574400,0.586393
classical_05::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
classical_05::pitch_shift::-4st,0.333333,0.823788,0.712338,1.000000,1.000000,0.865250,1.000000,1.000000,0.813684,0.294118,0.512466,0.997572,0.761222,0.762479
classical_05::pitch_shift::-2st,0.666667,0.929653,0.876897,1.000000,1.000000,0.912461,0.976949,0.826556,0.847999,0.294118,0.750726,0.999310,0.828845,0.819616
classical_04::distortion::drv32,1.000000,0.995086,0.984267,1.000000,1.000000,0.835505,0.662166,0.072688,0.901841,0.933333,0.534079,0.982774,0.792196,0.799063
classical_05::pitch_shift::-1st,0.166667,0.776941,0.666123,1.000000,1.000000,1.000000,0.976949,0.826556,0.885222,0.705882,0.890607,0.999803,0.803108,0.774690
classical_05::pitch_shift::+1st,0.166667,0.783330,0.678150,1.000000,1.000000,1.000000,0.976949,0.826556,0.883669,0.764706,0.867140,0.999530,0.807932,0.782854
classical_05::pitch_shift::+2st,0.666667,0.915339,0.852728,1.000000,1.000000,1.000000,0.976949,0.826556,0.849867,0.705882,0.697017,0.998480,0.861764,0.864577
classical_05::pitch_shift::+4st,0.333333,0.811373,0.703338,1.000000,1.000000,0.784084,0.976949,0.826556,0.805850,0.352941,0.490953,0.996165,0.735717,0.734174
classical_05::time_stretch::-10pct,1.000000,0.997199,0.980717,0.375769,0.210526,0.379954,0.988471,0.907007,0.677907,0.352941,0.895148,0.999825,0.721303,0.676068
classical_05::time_stretch::-5pct,1.000000,0.998182,0.986806,0.600094,0.400000,0.379954,0.988471,0.907007,0.705655,0.588235,0.940962,0.999952,0.782956,0.745456
classical_05::time_stretch::-20pct,1.000000,0.994383,0.976703,0.113600,0.315789,0.449804,0.976949,0.826556,0.593825,0.294118,0.833264,0.999431,0.685515,0.639353
classical_05::time_stretch::+5pct,1.000000,0.998041,0.990275,0.308962,0.200000,0.417285,1.000000,1.000000,0.668582,0.529412,0.940740,0.999959,0.746310,0.701502
classical_05::time_stretch::+10pct,1.000000,0.997016,0.989738,0.308962,0.200000,0.379954,1.000000,1.000000,0.652564,0.529412,0.910474,0.999891,0.738772,0.695491
