key,id,ref,est,degraded_metrics,dim_target,genre,harmony_tonality.chroma_similarity.chroma_dtw_cosine,harmony_tonality.chroma_similarity.mean_chroma_cosine,harmony_tonality.key_relatedness.distance_norm_0to1,magnitude,melodic_content.contour_dtw_similarity,melodic_content.motif_3gram_recall,perturbation,rhythm_meter.beat_mir_eval.F-measure,rhythm_meter.beat_mir_eval.Information gain,rhythm_meter.delta_bpm_folded,source_id,structural_form.ari,structural_form.pairwise_f,timbre_texture.mean_mfcc_cosine,timbre_texture.mfcc_skl_similarity
s04::cand02,s04::cand02,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand02__B.wav,,rerank,s04,0.9772656548040105,0.9824065306703317,0.6666666666666666,2.0,0.6580720006990671,0.6,ace_inpaint_candidate,0.0,0.0,36.704323508522734,s04,1.0,1.0,0.9953951473082321,0.08765483323261311
s04::cand03,s04::cand03,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand03__B.wav,,rerank,s04,0.9765517165919428,0.9978195125555405,0.0,3.0,0.6929708483453478,0.4,ace_inpaint_candidate,0.0,0.0,70.04127788782318,s04,1.0,1.0,0.9945214074272424,0.31191974486726426
s04::cand04,s04::cand04,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand04__B.wav,,rerank,s04,0.8918281954796852,0.9119882620270026,0.0,4.0,0.6420015418784999,0.2,ace_inpaint_candidate,0.0,0.0,0.0,s04,1.0,1.0,0.9926926668383547,0.2783365533643833
s04::cand05,s04::cand05,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand05__B.wav,,rerank,s04,0.946032685472691,0.9792533242955039,0.0,5.0,0.6442691686973859,1.0,ace_inpaint_candidate,0.0,0.0,0.0,s04,1.0,1.0,0.9986531435319024,0.10085651523540497
s04::cand06,s04::cand06,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand06__B.wav,,rerank,s04,0.9218585868071798,0.9296171071934355,0.0,6.0,0.6628588943264717,0.2,ace_inpaint_candidate,0.0,0.0,0.0,s04,1.0,1.0,0.9836664063305538,0.2532793264314769
s04::cand07,s04::cand07,results/rerank_ace/audio/s04__A.wav,results/rerank_ace/audio/s04_cand07__B.wav,,rerank,s04,0.9870629237479056,0.9979872889514009,0.0,7.0,0.707013274521807,0.8,ace_inpaint_candidate,0.0,0.0,45.676491477272734,s04,1.0,1.0,0.9982754684458284,0.2383447756436009
s05::cand00,s05::cand00,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand00__B.wav,,rerank,s05,0.9732835569687575,0.996091426038179,0.0,0.0,0.6997169379578454,0.42857142857142855,ace_inpaint_candidate,0.0,0.0,3.182246767241381,s05,1.0,1.0,0.9975836965935597,0.5321977150906874
s05::cand01,s05::cand01,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand01__B.wav,,rerank,s05,0.9701037069997073,0.9961507460299422,0.0,1.0,0.6644216327933485,0.2857142857142857,ace_inpaint_candidate,0.0,0.0,0.0,s05,0.0,0.983050847457627,0.9967114065943733,0.5545605987458583
s05::cand02,s05::cand02,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand02__B.wav,,rerank,s05,0.9844579845620026,0.9977984655072123,0.0,2.0,0.7364265733984827,0.2857142857142857,ace_inpaint_candidate,0.0,0.0,0.0,s05,0.0,0.983050847457627,0.9951602519505794,0.5042419164785631
s05::cand04,s05::cand04,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand04__B.wav,,rerank,s05,0.9771783149660471,0.9963894261833712,0.0,4.0,0.7580819764998954,1.0,ace_inpaint_candidate,0.0,0.0,6.15234375,s05,0.0,0.8668373879641486,0.9974770945088524,0.5399174309584832
s05::cand06,s05::cand06,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand06__B.wav,,rerank,s05,0.9802535269426031,0.997852565449668,0.0,6.0,0.7813919123203177,0.42857142857142855,ace_inpaint_candidate,0.0,0.0,3.182246767241381,s05,0.0,0.8668373879641486,0.9926559884421071,0.4821982274577691
s05::cand05,s05::cand05,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand05__B.wav,,rerank,s05,0.9750665583532571,0.9973985544659562,0.0,5.0,0.7324042893779903,0.42857142857142855,ace_inpaint_candidate,0.0,0.0,0.0,s05,1.0,1.0,0.9965995096801922,0.6060898511289902
s05::cand03,s05::cand03,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand03__B.wav,,rerank,s05,0.9732047391601107,0.9968699971923086,0.0,3.0,0.7094419945066391,1.0,ace_inpaint_candidate,0.0,0.0,3.182246767241381,s05,1.0,1.0,0.9978398614336395,0.4916318458166219
s05::cand07,s05::cand07,results/rerank_ace/audio/s05__A.wav,results/rerank_ace/audio/s05_cand07__B.wav,,rerank,s05,0.9507797967928782,0.9721661382949073,0.16666666666666666,7.0,0.6149645640114874,0.14285714285714285,ace_inpaint_candidate,0.0,0.0,0.0,s05,0.0,0.983050847457627,0.9754644992333493,0.4561473730740293
s06::cand00,s06::cand00,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand00__B.wav,,rerank,s06,0.9206064653253992,0.9612509539039822,0.0,0.0,0.5271649578011537,0.0,ace_inpaint_candidate,0.0,0.0,32.57123161764707,s06,0.0,0.8203932022659113,0.9956292378131669,0.3474044674793444
s06::cand01,s06::cand01,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand01__B.wav,,rerank,s06,0.9189401557649574,0.9638615950029975,0.0,1.0,0.5920859102122443,0.0,ace_inpaint_candidate,0.0,0.0,46.76894796380091,s06,0.0,0.791396381017412,0.9796435517838814,0.3330448693490277
s06::cand03,s06::cand03,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand03__B.wav,,rerank,s06,0.914980068538047,0.9353857212783083,0.6666666666666666,3.0,0.5090363335014021,0.0,ace_inpaint_candidate,0.0,0.0,8.444393382352928,s06,1.0,1.0,0.9894613034662075,0.38506142235827284
s06::cand02,s06::cand02,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand02__B.wav,,rerank,s06,0.9125784338620438,0.9557841293599368,0.5,2.0,0.5370025098836522,0.0,ace_inpaint_candidate,0.0,0.0,0.0,s06,1.0,1.0,0.9940830443334581,0.41910573764189785
s06::cand04,s06::cand04,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand04__B.wav,,rerank,s06,0.895686817218975,0.9256866163529036,1.0,4.0,0.5597291684121317,0.0,ace_inpaint_candidate,0.0,0.0,9.499942555147072,s06,1.0,1.0,0.9920170681992675,0.32810419523441503
s06::cand06,s06::cand06,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand06__B.wav,,rerank,s06,0.8590594772930354,0.9112160513375365,0.6666666666666666,6.0,0.5270473562490747,0.0,ace_inpaint_candidate,0.0,0.0,44.33306525735293,s06,0.0,0.8668373879641486,0.9851511499378504,0.33024554461368577
s06::cand05,s06::cand05,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand05__B.wav,,rerank,s06,0.8826464589996413,0.9488219570804393,0.5,5.0,0.5204806171768284,0.0,ace_inpaint_candidate,0.0,0.0,9.499942555147072,s06,1.0,1.0,0.990941269676811,0.3208942141659506
s06::cand07,s06::cand07,results/rerank_ace/audio/s06__A.wav,results/rerank_ace/audio/s06_cand07__B.wav,,rerank,s06,0.9039210759955215,0.9361919359726736,0.6666666666666666,7.0,0.5281242995207936,0.0,ace_inpaint_candidate,0.0,0.0,48.63970588235293,s06,1.0,1.0,0.9910033154134279,0.3756555035511915
s07::cand00,s07::cand00,results/rerank_ace/audio/s07__A.wav,results/rerank_ace/audio/s07_cand00__B.wav,,rerank,s07,0.9921920625083721,0.999420873860522,0.0,0.0,0.9006608174066633,0.46153846153846156,ace_inpaint_candidate,1.0,0.0,0.0,s07,1.0,1.0,0.9981148963171511,0.7934706118156735
s07::cand01,s07::cand01,results/rerank_ace/audio/s07__A.wav,results/rerank_ace/audio/s07_cand01__B.wav,,rerank,s07,0.9877770279023248,0.9991133261782069,0.0,1.0,0.8515119398998499,0.5384615384615384,ace_inpaint_candidate,0.0,0.0,0.0,s07,1.0,1.0,0.998087581214686,0.7687733313708276
