pair_id,block,stimulus_set,source_id,genre,perturbation,condition,magnitude,ref_path,cand_path,score_H,score_T,score_R,score_S,C_uniform
jazz_03::time_stretch::-10pct,block1,matrix,jazz_03,jazz,time_stretch,time_stretch:-10,-10.0,perturbations/audio/jazz_03__A.wav,perturbations/audio/jazz_03__time_stretch__-10pct.wav,0.999376,0.916906,0.625293,0.808133,0.824907
folk_06::time_stretch::-10pct,block1,matrix,folk_06,folk,time_stretch,time_stretch:-10,-10.0,perturbations/audio/folk_06__A.wav,perturbations/audio/folk_06__time_stretch__-10pct.wav,0.997732,0.903953,0.935872,0.754456,0.893311
ambient_15::time_stretch::-20pct,block1,matrix,ambient_15,ambient,time_stretch,time_stretch:-20,-20.0,perturbations/audio/ambient_15__A.wav,perturbations/audio/ambient_15__time_stretch__-20pct.wav,0.996613,0.821128,0.805354,0.773788,0.845058
ambient_03::time_stretch::-5pct,block1,matrix,ambient_03,ambient,time_stretch,time_stretch:-5,-5.0,perturbations/audio/ambient_03__A.wav,perturbations/audio/ambient_03__time_stretch__-5pct.wav,0.998781,0.938444,0.541582,0.826722,0.80487
classical_03::time_stretch::-5pct,block1,matrix,classical_03,classical,time_stretch,time_stretch:-5,-5.0,perturbations/audio/classical_03__A.wav,perturbations/audio/classical_03__time_stretch__-5pct.wav,0.998174,0.900534,0.793413,0.829734,0.877074
ambient_04::time_stretch::+10pct,block1,matrix,ambient_04,ambient,time_stretch,time_stretch:10,10.0,perturbations/audio/ambient_04__A.wav,perturbations/audio/ambient_04__time_stretch__+10pct.wav,0.997237,0.867047,0.969424,0.754081,0.891648
ambient_06::time_stretch::+20pct,block1,matrix,ambient_06,ambient,time_stretch,time_stretch:20,20.0,perturbations/audio/ambient_06__A.wav,perturbations/audio/ambient_06__time_stretch__+20pct.wav,0.998026,0.822305,0.603077,0.861623,0.808102
classical_12::time_stretch::+20pct,block1,matrix,classical_12,classical,time_stretch,time_stretch:20,20.0,perturbations/audio/classical_12__A.wav,perturbations/audio/classical_12__time_stretch__+20pct.wav,0.996399,0.84445,0.937503,0.808464,0.893635
electronic_07::time_stretch::+5pct,block1,matrix,electronic_07,electronic,time_stretch,time_stretch:5,5.0,perturbations/audio/electronic_07__A.wav,perturbations/audio/electronic_07__time_stretch__+5pct.wav,0.995897,0.943804,0.73821,0.76198,0.852717
electronic_14::control::ctrl,block2,matrix,electronic_14,electronic,control,control,0.0,perturbations/audio/electronic_14__A.wav,perturbations/audio/electronic_14__control__ctrl.wav,1.0,1.0,1.0,0.776063,0.938586
classical_14::distortion::drv12,block2,matrix,classical_14,classical,distortion,distortion:12,12.0,perturbations/audio/classical_14__A.wav,perturbations/audio/classical_14__distortion__drv12.wav,0.998441,0.574651,0.988334,0.570335,0.754119
classical_06::distortion::drv12,block2,matrix,classical_06,classical,distortion,distortion:12,12.0,perturbations/audio/classical_06__A.wav,perturbations/audio/classical_06__distortion__drv12.wav,0.994831,0.648839,0.949694,0.540312,0.758628
jazz_10::distortion::drv32,block2,matrix,jazz_10,jazz,distortion,distortion:32,32.0,perturbations/audio/jazz_10__A.wav,perturbations/audio/jazz_10__distortion__drv32.wav,0.998055,0.590036,0.947198,0.726889,0.797968
ambient_04::distortion::drv32,block2,matrix,ambient_04,ambient,distortion,distortion:32,32.0,perturbations/audio/ambient_04__A.wav,perturbations/audio/ambient_04__distortion__drv32.wav,0.974092,0.484068,0.965212,0.629985,0.731754
ambient_10::distortion::drv4,block2,matrix,ambient_10,ambient,distortion,distortion:4,4.0,perturbations/audio/ambient_10__A.wav,perturbations/audio/ambient_10__distortion__drv4.wav,0.999936,0.906382,0.997533,0.717609,0.89748
classical_01::lowpass::lp2000,block2,matrix,classical_01,classical,lowpass,lowpass:2000,2000.0,perturbations/audio/classical_01__A.wav,perturbations/audio/classical_01__lowpass__lp2000.wav,0.999966,0.484488,0.982548,0.782339,0.781186
ambient_02::lowpass::lp2000,block2,matrix,ambient_02,ambient,lowpass,lowpass:2000,2000.0,perturbations/audio/ambient_02__A.wav,perturbations/audio/ambient_02__lowpass__lp2000.wav,0.999628,0.414113,0.949809,0.587965,0.693404
ambient_07::lowpass::lp4000,block2,matrix,ambient_07,ambient,lowpass,lowpass:4000,4000.0,perturbations/audio/ambient_07__A.wav,perturbations/audio/ambient_07__lowpass__lp4000.wav,0.999993,0.601988,0.999426,0.839012,0.8429
classical_05::lowpass::lp8000,block2,matrix,classical_05,classical,lowpass,lowpass:8000,8000.0,perturbations/audio/classical_05__A.wav,perturbations/audio/classical_05__lowpass__lp8000.wav,0.999994,0.555207,0.997365,0.864897,0.831893
folk_05::lowpass::lp8000,block2,matrix,folk_05,folk,lowpass,lowpass:8000,8000.0,perturbations/audio/folk_05__A.wav,perturbations/audio/folk_05__lowpass__lp8000.wav,0.999984,0.931767,0.999961,0.783569,0.924358
classical_01::pitch_shift::-1st,block2,matrix,classical_01,classical,pitch_shift,pitch_shift:-1,-1.0,perturbations/audio/classical_01__A.wav,perturbations/audio/classical_01__pitch_shift__-1st.wav,0.78776,0.849246,0.996772,0.778667,0.848875
ambient_14::pitch_shift::-2st,block2,matrix,ambient_14,ambient,pitch_shift,pitch_shift:-2,-2.0,perturbations/audio/ambient_14__A.wav,perturbations/audio/ambient_14__pitch_shift__-2st.wav,0.603276,0.615384,0.981515,0.771188,0.728081
classical_11::pitch_shift::-2st,block2,matrix,classical_11,classical,pitch_shift,pitch_shift:-2,-2.0,perturbations/audio/classical_11__A.wav,perturbations/audio/classical_11__pitch_shift__-2st.wav,0.65732,0.68214,0.992606,0.737841,0.757003
jazz_06::pitch_shift::-4st,block2,matrix,jazz_06,jazz,pitch_shift,pitch_shift:-4,-4.0,perturbations/audio/jazz_06__A.wav,perturbations/audio/jazz_06__pitch_shift__-4st.wav,0.860839,0.585246,0.955348,0.783123,0.783543
folk_05::pitch_shift::+1st,block2,matrix,folk_05,folk,pitch_shift,pitch_shift:1,1.0,perturbations/audio/folk_05__A.wav,perturbations/audio/folk_05__pitch_shift__+1st.wav,0.577952,0.764399,0.98126,0.759303,0.757448
ambient_08::pitch_shift::+1st,block2,matrix,ambient_08,ambient,pitch_shift,pitch_shift:1,1.0,perturbations/audio/ambient_08__A.wav,perturbations/audio/ambient_08__pitch_shift__+1st.wav,0.454409,0.715595,0.977583,0.767878,0.702894
electronic_10::pitch_shift::+2st,block2,matrix,electronic_10,electronic,pitch_shift,pitch_shift:2,2.0,perturbations/audio/electronic_10__A.wav,perturbations/audio/electronic_10__pitch_shift__+2st.wav,0.941951,0.801162,0.991352,0.722643,0.857482
electronic_06::pitch_shift::+4st,block2,matrix,electronic_06,electronic,pitch_shift,pitch_shift:4,4.0,perturbations/audio/electronic_06__A.wav,perturbations/audio/electronic_06__pitch_shift__+4st.wav,0.872575,0.599894,0.976788,0.729081,0.781382
classical_14::pitch_shift::+4st,block2,matrix,classical_14,classical,pitch_shift,pitch_shift:4,4.0,perturbations/audio/classical_14__A.wav,perturbations/audio/classical_14__pitch_shift__+4st.wav,0.718171,0.575755,0.964863,0.778419,0.746511
folk_12::style_swap::swap_cross,block2,matrix,folk_12,folk,style_swap,style_swap:cross_genre,nan,perturbations/audio/folk_12__A.wav,perturbations/audio/folk_12__style_swap__swap_cross.wav,0.577813,0.391724,0.738923,0.594472,0.561532
classical_14::time_stretch::-10pct,block2,matrix,classical_14,classical,time_stretch,time_stretch:-10,-10.0,perturbations/audio/classical_14__A.wav,perturbations/audio/classical_14__time_stretch__-10pct.wav,0.997701,0.894413,0.771094,0.842501,0.872578
ambient_01::time_stretch::-10pct,block2,matrix,ambient_01,ambient,time_stretch,time_stretch:-10,-10.0,perturbations/audio/ambient_01__A.wav,perturbations/audio/ambient_01__time_stretch__-10pct.wav,0.999781,0.875798,0.909151,0.758625,0.881542
ambient_13::time_stretch::-20pct,block2,matrix,ambient_13,ambient,time_stretch,time_stretch:-20,-20.0,perturbations/audio/ambient_13__A.wav,perturbations/audio/ambient_13__time_stretch__-20pct.wav,0.965806,0.797673,0.597956,0.803283,0.779944
ambient_05::time_stretch::-5pct,block2,matrix,ambient_05,ambient,time_stretch,time_stretch:-5,-5.0,perturbations/audio/ambient_05__A.wav,perturbations/audio/ambient_05__time_stretch__-5pct.wav,0.997714,0.780697,0.950449,0.776643,0.870783
electronic_15::time_stretch::-5pct,block2,matrix,electronic_15,electronic,time_stretch,time_stretch:-5,-5.0,perturbations/audio/electronic_15__A.wav,perturbations/audio/electronic_15__time_stretch__-5pct.wav,0.998998,0.809648,0.936439,0.753843,0.869271
ambient_02::time_stretch::+10pct,block2,matrix,ambient_02,ambient,time_stretch,time_stretch:10,10.0,perturbations/audio/ambient_02__A.wav,perturbations/audio/ambient_02__time_stretch__+10pct.wav,0.998746,0.871035,0.592206,0.659402,0.763446
jazz_11::time_stretch::+20pct,block2,matrix,jazz_11,jazz,time_stretch,time_stretch:20,20.0,perturbations/audio/jazz_11__A.wav,perturbations/audio/jazz_11__time_stretch__+20pct.wav,0.996292,0.877148,0.646875,0.846973,0.831835
ambient_12::time_stretch::+20pct,block2,matrix,ambient_12,ambient,time_stretch,time_stretch:20,20.0,perturbations/audio/ambient_12__A.wav,perturbations/audio/ambient_12__time_stretch__+20pct.wav,0.99905,0.864608,0.971289,0.592276,0.839595
rock_04::time_stretch::+5pct,block2,matrix,rock_04,rock,time_stretch,time_stretch:5,5.0,perturbations/audio/rock_04__A.wav,perturbations/audio/rock_04__time_stretch__+5pct.wav,0.999916,0.888513,0.530132,0.810704,0.786083
rock_05::control::ctrl,block3,matrix,rock_05,rock,control,control,0.0,perturbations/audio/rock_05__A.wav,perturbations/audio/rock_05__control__ctrl.wav,1.0,1.0,1.0,0.79089,0.943038
electronic_04::distortion::drv12,block3,matrix,electronic_04,electronic,distortion,distortion:12,12.0,perturbations/audio/electronic_04__A.wav,perturbations/audio/electronic_04__distortion__drv12.wav,0.984722,0.839189,0.998119,0.804014,0.902412
electronic_02::distortion::drv12,block3,matrix,electronic_02,electronic,distortion,distortion:12,12.0,perturbations/audio/electronic_02__A.wav,perturbations/audio/electronic_02__distortion__drv12.wav,0.998243,0.371171,0.961512,0.823443,0.735952
rock_06::distortion::drv32,block3,matrix,rock_06,rock,distortion,distortion:32,32.0,perturbations/audio/rock_06__A.wav,perturbations/audio/rock_06__distortion__drv32.wav,0.999508,0.461691,0.89171,0.797088,0.756775
classical_11::distortion::drv4,block3,matrix,classical_11,classical,distortion,distortion:4,4.0,perturbations/audio/classical_11__A.wav,perturbations/audio/classical_11__distortion__drv4.wav,0.99995,0.879138,0.981273,0.793296,0.909526
rock_11::distortion::drv4,block3,matrix,rock_11,rock,distortion,distortion:4,4.0,perturbations/audio/rock_11__A.wav,perturbations/audio/rock_11__distortion__drv4.wav,0.997132,0.798399,0.987904,0.681222,0.855547
electronic_12::lowpass::lp2000,block3,matrix,electronic_12,electronic,lowpass,lowpass:2000,2000.0,perturbations/audio/electronic_12__A.wav,perturbations/audio/electronic_12__lowpass__lp2000.wav,0.999998,0.523638,0.990328,0.767548,0.794289
ambient_01::lowpass::lp4000,block3,matrix,ambient_01,ambient,lowpass,lowpass:4000,4000.0,perturbations/audio/ambient_01__A.wav,perturbations/audio/ambient_01__lowpass__lp4000.wav,0.999991,0.456822,0.956717,0.808642,0.771029
folk_06::lowpass::lp4000,block3,matrix,folk_06,folk,lowpass,lowpass:4000,4000.0,perturbations/audio/folk_06__A.wav,perturbations/audio/folk_06__lowpass__lp4000.wav,0.999977,0.443911,0.997363,0.729126,0.753764
classical_08::lowpass::lp8000,block3,matrix,classical_08,classical,lowpass,lowpass:8000,8000.0,perturbations/audio/classical_08__A.wav,perturbations/audio/classical_08__lowpass__lp8000.wav,0.999998,0.958808,0.999964,0.852992,0.950966
ambient_03::pitch_shift::-1st,block3,matrix,ambient_03,ambient,pitch_shift,pitch_shift:-1,-1.0,perturbations/audio/ambient_03__A.wav,perturbations/audio/ambient_03__pitch_shift__-1st.wav,0.956746,0.735617,0.99644,0.791583,0.863175
classical_12::pitch_shift::-1st,block3,matrix,classical_12,classical,pitch_shift,pitch_shift:-1,-1.0,perturbations/audio/classical_12__A.wav,perturbations/audio/classical_12__pitch_shift__-1st.wav,0.811395,0.76316,0.980892,0.811276,0.837837
electronic_12::pitch_shift::-2st,block3,matrix,electronic_12,electronic,pitch_shift,pitch_shift:-2,-2.0,perturbations/audio/electronic_12__A.wav,perturbations/audio/electronic_12__pitch_shift__-2st.wav,0.979892,0.741094,0.9897,0.805836,0.872369
folk_13::pitch_shift::-2st,block3,matrix,folk_13,folk,pitch_shift,pitch_shift:-2,-2.0,perturbations/audio/folk_13__A.wav,perturbations/audio/folk_13__pitch_shift__-2st.wav,0.689273,0.590759,0.981148,0.760456,0.742425
classical_03::pitch_shift::-4st,block3,matrix,classical_03,classical,pitch_shift,pitch_shift:-4,-4.0,perturbations/audio/classical_03__A.wav,perturbations/audio/classical_03__pitch_shift__-4st.wav,0.750486,0.58161,0.880385,0.793982,0.743215
classical_06::pitch_shift::+1st,block3,matrix,classical_06,classical,pitch_shift,pitch_shift:1,1.0,perturbations/audio/classical_06__A.wav,perturbations/audio/classical_06__pitch_shift__+1st.wav,0.777363,0.86608,0.943706,0.738644,0.827682
jazz_04::pitch_shift::+1st,block3,matrix,jazz_04,jazz,pitch_shift,pitch_shift:1,1.0,perturbations/audio/jazz_04__A.wav,perturbations/audio/jazz_04__pitch_shift__+1st.wav,0.839733,0.838038,0.995471,0.796232,0.864208
classical_09::pitch_shift::+2st,block3,matrix,classical_09,classical,pitch_shift,pitch_shift:2,2.0,perturbations/audio/classical_09__A.wav,perturbations/audio/classical_09__pitch_shift__+2st.wav,0.834523,0.710134,0.985918,0.690775,0.797056
rock_04::pitch_shift::+4st,block3,matrix,rock_04,rock,pitch_shift,pitch_shift:4,4.0,perturbations/audio/rock_04__A.wav,perturbations/audio/rock_04__pitch_shift__+4st.wav,0.993631,0.630989,0.966162,0.728816,0.815133
folk_01::pitch_shift::+4st,block3,matrix,folk_01,folk,pitch_shift,pitch_shift:4,4.0,perturbations/audio/folk_01__A.wav,perturbations/audio/folk_01__pitch_shift__+4st.wav,0.851277,0.527006,0.974051,0.629265,0.724145
classical_07::style_swap::swap_cross,block3,matrix,classical_07,classical,style_swap,style_swap:cross_genre,nan,perturbations/audio/classical_07__A.wav,perturbations/audio/classical_07__style_swap__swap_cross.wav,0.561467,0.441637,0.729005,0.65258,0.586055
electronic_04::time_stretch::-10pct,block3,matrix,electronic_04,electronic,time_stretch,time_stretch:-10,-10.0,perturbations/audio/electronic_04__A.wav,perturbations/audio/electronic_04__time_stretch__-10pct.wav,0.98008,0.915711,0.677188,0.8202,0.840257
classical_09::time_stretch::-20pct,block3,matrix,classical_09,classical,time_stretch,time_stretch:-20,-20.0,perturbations/audio/classical_09__A.wav,perturbations/audio/classical_09__time_stretch__-20pct.wav,0.990624,0.873693,0.830187,0.755334,0.858313
folk_05::time_stretch::-20pct,block3,matrix,folk_05,folk,time_stretch,time_stretch:-20,-20.0,perturbations/audio/folk_05__A.wav,perturbations/audio/folk_05__time_stretch__-20pct.wav,0.990327,0.785648,0.924458,0.797262,0.870209
folk_13::time_stretch::-5pct,block3,matrix,folk_13,folk,time_stretch,time_stretch:-5,-5.0,perturbations/audio/folk_13__A.wav,perturbations/audio/folk_13__time_stretch__-5pct.wav,0.998243,0.816354,0.965677,0.79776,0.890133
rock_06::time_stretch::+10pct,block3,matrix,rock_06,rock,time_stretch,time_stretch:10,10.0,perturbations/audio/rock_06__A.wav,perturbations/audio/rock_06__time_stretch__+10pct.wav,0.998021,0.861595,0.589617,0.829908,0.805398
classical_11::time_stretch::+10pct,block3,matrix,classical_11,classical,time_stretch,time_stretch:10,10.0,perturbations/audio/classical_11__A.wav,perturbations/audio/classical_11__time_stretch__+10pct.wav,0.999058,0.854528,0.845182,0.793056,0.869747
electronic_02::time_stretch::+20pct,block3,matrix,electronic_02,electronic,time_stretch,time_stretch:20,20.0,perturbations/audio/electronic_02__A.wav,perturbations/audio/electronic_02__time_stretch__+20pct.wav,0.998254,0.831386,0.598947,0.890392,0.815649
folk_12::time_stretch::+20pct,block3,matrix,folk_12,folk,time_stretch,time_stretch:20,20.0,perturbations/audio/folk_12__A.wav,perturbations/audio/folk_12__time_stretch__+20pct.wav,0.994148,0.870858,0.718699,0.752077,0.827088
classical_02::time_stretch::+5pct,block3,matrix,classical_02,classical,time_stretch,time_stretch:5,5.0,perturbations/audio/classical_02__A.wav,perturbations/audio/classical_02__time_stretch__+5pct.wav,0.999822,0.898014,0.923681,0.784801,0.898197
classical_09::control::ctrl,block4,matrix,classical_09,classical,control,control,0.0,perturbations/audio/classical_09__A.wav,perturbations/audio/classical_09__control__ctrl.wav,1.0,1.0,1.0,0.779827,0.939722
ambient_09::distortion::drv12,block4,matrix,ambient_09,ambient,distortion,distortion:12,12.0,perturbations/audio/ambient_09__A.wav,perturbations/audio/ambient_09__distortion__drv12.wav,0.999473,0.715357,0.97382,0.788983,0.860915
rock_01::distortion::drv12,block4,matrix,rock_01,rock,distortion,distortion:12,12.0,perturbations/audio/rock_01__A.wav,perturbations/audio/rock_01__distortion__drv12.wav,0.996281,0.570772,0.947007,0.620318,0.760244
folk_13::distortion::drv32,block4,matrix,folk_13,folk,distortion,distortion:32,32.0,perturbations/audio/folk_13__A.wav,perturbations/audio/folk_13__distortion__drv32.wav,0.982427,0.446027,0.978675,0.617153,0.717254
folk_05::distortion::drv4,block4,matrix,folk_05,folk,distortion,distortion:4,4.0,perturbations/audio/folk_05__A.wav,perturbations/audio/folk_05__distortion__drv4.wav,0.999944,0.85361,0.998292,0.785692,0.904558
ambient_15::distortion::drv4,block4,matrix,ambient_15,ambient,distortion,distortion:4,4.0,perturbations/audio/ambient_15__A.wav,perturbations/audio/ambient_15__distortion__drv4.wav,0.999997,0.918726,0.996114,0.788468,0.921657
rock_13::lowpass::lp2000,block4,matrix,rock_13,rock,lowpass,lowpass:2000,2000.0,perturbations/audio/rock_13__A.wav,perturbations/audio/rock_13__lowpass__lp2000.wav,0.99998,0.419893,0.956224,0.739052,0.738059
classical_12::lowpass::lp4000,block4,matrix,classical_12,classical,lowpass,lowpass:4000,4000.0,perturbations/audio/classical_12__A.wav,perturbations/audio/classical_12__lowpass__lp4000.wav,0.999999,0.509594,0.997705,0.803243,0.799408
classical_04::lowpass::lp4000,block4,matrix,classical_04,classical,lowpass,lowpass:4000,4000.0,perturbations/audio/classical_04__A.wav,perturbations/audio/classical_04__lowpass__lp4000.wav,0.999988,0.451422,0.946613,0.694652,0.738124
jazz_03::lowpass::lp8000,block4,matrix,jazz_03,jazz,lowpass,lowpass:8000,8000.0,perturbations/audio/jazz_03__A.wav,perturbations/audio/jazz_03__lowpass__lp8000.wav,0.999942,0.493363,0.99735,0.816465,0.796126
ambient_10::pitch_shift::-1st,block4,matrix,ambient_10,ambient,pitch_shift,pitch_shift:-1,-1.0,perturbations/audio/ambient_10__A.wav,perturbations/audio/ambient_10__pitch_shift__-1st.wav,0.970039,0.693054,0.98025,0.707251,0.82626
jazz_15::pitch_shift::-1st,block4,matrix,jazz_15,jazz,pitch_shift,pitch_shift:-1,-1.0,perturbations/audio/jazz_15__A.wav,perturbations/audio/jazz_15__pitch_shift__-1st.wav,0.786078,0.766376,0.995705,0.678302,0.798666
rock_04::pitch_shift::-2st,block4,matrix,rock_04,rock,pitch_shift,pitch_shift:-2,-2.0,perturbations/audio/rock_04__A.wav,perturbations/audio/rock_04__pitch_shift__-2st.wav,0.99303,0.69827,0.981666,0.764773,0.849416
