pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S
classical_12::pitch_shift::-1st,classical_12,classical,H,pitch_shift,-1.0,0.811395,0.763160,0.980892,0.811276
classical_12::pitch_shift::+1st,classical_12,classical,H,pitch_shift,1.0,0.826522,0.787238,0.980996,0.812198
classical_12::pitch_shift::+2st,classical_12,classical,H,pitch_shift,2.0,0.760980,0.698835,0.980185,0.796916
classical_12::pitch_shift::+4st,classical_12,classical,H,pitch_shift,4.0,0.731961,0.588650,0.979340,0.810486
classical_12::time_stretch::-20pct,classical_12,classical,R,time_stretch,-20.0,0.990284,0.798351,0.933391,0.819834
classical_12::time_stretch::-10pct,classical_12,classical,R,time_stretch,-10.0,0.997870,0.844924,0.913189,0.830580
classical_12::time_stretch::-5pct,classical_12,classical,R,time_stretch,-5.0,0.994681,0.814766,0.932131,0.822312
classical_12::time_stretch::+5pct,classical_12,classical,R,time_stretch,5.0,0.998851,0.810938,0.922905,0.825798
classical_12::time_stretch::+10pct,classical_12,classical,R,time_stretch,10.0,0.998697,0.850112,0.903186,0.812041
classical_12::time_stretch::+20pct,classical_12,classical,R,time_stretch,20.0,0.996399,0.844450,0.937503,0.808464
classical_12::lowpass::lp8000,classical_12,classical,T,lowpass,8000.0,1.000000,0.813922,0.999443,0.831197
classical_12::lowpass::lp4000,classical_12,classical,T,lowpass,4000.0,0.999999,0.509594,0.997705,0.803243
classical_12::lowpass::lp2000,classical_12,classical,T,lowpass,2000.0,0.999364,0.414133,0.982570,0.783656
classical_12::distortion::drv4,classical_12,classical,T,distortion,4.0,0.999485,0.911366,0.999450,0.819492
classical_12::distortion::drv12,classical_12,classical,T,distortion,12.0,0.997929,0.706351,0.994833,0.816432
classical_12::distortion::drv32,classical_12,classical,T,distortion,32.0,0.995035,0.553799,0.972473,0.715885
