pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
classical_09::distortion::drv12,classical_09,classical,distortion,12.0,0.996819,0.633971,0.998562,0.655388,0.7458433768818887,0.7626403333333333
classical_09::distortion::drv32,classical_09,classical,distortion,32.0,0.991088,0.52882,0.99644,0.659636,0.7031065192954306,0.7282986666666666
classical_09::style_swap::swap_cross,classical_09,classical,style_swap,nan,0.897722,0.377306,0.883131,0.45371,0.5327200764978498,0.5713823333333333
classical_09::style_swap::swap_same,classical_09,classical,style_swap,nan,0.818171,0.530727,0.816501,0.532988,0.6135478588091093,0.6267386666666667
classical_10::control::ctrl,classical_10,classical,control,0.0,1.0,1.0,1.0,0.847845,0.9464670251713868,0.9492816666666666
classical_10::pitch_shift::-4st,classical_10,classical,pitch_shift,-4.0,0.719206,0.613163,0.996574,0.712668,0.7579797161089834,0.7741349999999999
classical_10::pitch_shift::-2st,classical_10,classical,pitch_shift,-2.0,0.685272,0.751577,0.999045,0.717236,0.8135923765598425,0.8226193333333333
classical_10::pitch_shift::-1st,classical_10,classical,pitch_shift,-1.0,0.599706,0.837534,0.999695,0.72206,0.8455664660335741,0.8530963333333332
classical_10::pitch_shift::+1st,classical_10,classical,pitch_shift,1.0,0.594883,0.857373,0.999183,0.713025,0.8484765922050589,0.856527
classical_10::pitch_shift::+2st,classical_10,classical,pitch_shift,2.0,0.662733,0.773572,0.99803,0.747478,0.8325575257610812,0.8396933333333333
classical_10::pitch_shift::+4st,classical_10,classical,pitch_shift,4.0,0.728674,0.641806,0.994788,0.713927,0.7695958299672822,0.783507
classical_10::time_stretch::-20pct,classical_10,classical,time_stretch,-20.0,0.988434,0.828269,0.928726,0.817851,0.856862361997076,0.858282
