pair_id,source_id,genre,perturbation,magnitude,score_H,score_T,score_R,score_S,C_geo,C_lin
rock_04::distortion::drv4,rock_04,rock,distortion,4.0,0.999974,0.744737,0.70521,0.794273,0.8394351415819036,0.846328
rock_04::distortion::drv12,rock_04,rock,distortion,12.0,0.999856,0.522079,0.613956,0.75134,0.731987049366538,0.7577583333333333
rock_04::distortion::drv32,rock_04,rock,distortion,32.0,0.999745,0.471436,0.589953,0.736728,0.7028668379757358,0.7359696666666666
rock_04::style_swap::swap_cross,rock_04,rock,style_swap,nan,0.964222,0.453161,0.534822,0.595353,0.6383634840990917,0.670912
rock_04::style_swap::swap_same,rock_04,rock,style_swap,nan,0.980173,0.524115,0.533974,0.732868,0.7220795205791163,0.7457186666666666
rock_05::control::ctrl,rock_05,rock,control,0.0,1.0,1.0,1.0,0.79089,0.9247805664051644,0.9302966666666665
rock_05::pitch_shift::-4st,rock_05,rock,pitch_shift,-4.0,0.86355,0.509731,0.971146,0.654395,0.6604239826218069,0.6758919999999999
rock_05::pitch_shift::-2st,rock_05,rock,pitch_shift,-2.0,0.909335,0.649299,0.985501,0.652262,0.7275512195236264,0.7369653333333333
rock_05::pitch_shift::-1st,rock_05,rock,pitch_shift,-1.0,0.95157,0.800259,0.991201,0.728123,0.8215336424529157,0.8266506666666666
rock_05::pitch_shift::+1st,rock_05,rock,pitch_shift,1.0,0.964085,0.810858,0.988272,0.736828,0.832035936306733,0.8372569999999999
rock_05::pitch_shift::+2st,rock_05,rock,pitch_shift,2.0,0.916303,0.697245,0.983853,0.67744,0.7564236830150064,0.7636626666666666
rock_05::pitch_shift::+4st,rock_05,rock,pitch_shift,4.0,0.876657,0.573219,0.962706,0.690088,0.7025624256455264,0.7133213333333334
rock_05::time_stretch::-20pct,rock_05,rock,time_stretch,-20.0,0.9987,0.864856,0.424745,0.764017,0.8706172976030448,0.8758576666666665
rock_05::time_stretch::-10pct,rock_05,rock,time_stretch,-10.0,0.997697,0.887121,0.525284,0.753348,0.8736263447807179,0.8793886666666666
rock_05::time_stretch::-5pct,rock_05,rock,time_stretch,-5.0,0.997982,0.928636,0.585699,0.777592,0.8965475662171016,0.9014033333333333
rock_05::time_stretch::+5pct,rock_05,rock,time_stretch,5.0,0.999398,0.943844,0.621215,0.799958,0.910406382573717,0.9143999999999999
rock_05::time_stretch::+10pct,rock_05,rock,time_stretch,10.0,0.998213,0.918891,0.574654,0.780577,0.8946111841605657,0.899227
rock_05::time_stretch::+20pct,rock_05,rock,time_stretch,20.0,0.998722,0.89037,0.456249,0.786925,0.8878020823045385,0.8920056666666667
rock_05::lowpass::lp8000,rock_05,rock,lowpass,8000.0,0.999536,0.509873,0.984144,0.776751,0.7342558671343349,0.7620533333333332
rock_05::lowpass::lp4000,rock_05,rock,lowpass,4000.0,0.999417,0.438412,0.944909,0.713303,0.6786321108726502,0.717044
rock_05::lowpass::lp2000,rock_05,rock,lowpass,2000.0,0.999939,0.409549,0.923085,0.653779,0.6445205680629235,0.6877556666666667
rock_05::distortion::drv4,rock_05,rock,distortion,4.0,0.99681,0.704477,0.97795,0.690384,0.7855791968104104,0.7972236666666666
rock_05::distortion::drv12,rock_05,rock,distortion,12.0,0.993765,0.53224,0.937684,0.647161,0.6995216842905196,0.7243886666666666
rock_05::distortion::drv32,rock_05,rock,distortion,32.0,0.99245,0.470004,0.862427,0.617796,0.6605186643983566,0.6934166666666666
rock_05::style_swap::swap_cross,rock_05,rock,style_swap,nan,0.884864,0.394601,0.513749,0.561071,0.580787833408545,0.613512
rock_05::style_swap::swap_same,rock_05,rock,style_swap,nan,0.920233,0.446908,0.474134,0.583036,0.6212557688519624,0.6500589999999999
rock_06::control::ctrl,rock_06,rock,control,0.0,1.0,1.0,1.0,0.827588,0.9388684134875221,0.9425293333333333
rock_06::pitch_shift::-4st,rock_06,rock,pitch_shift,-4.0,0.938169,0.521115,0.982013,0.776489,0.7240746118795098,0.7452576666666666
rock_06::pitch_shift::-2st,rock_06,rock,pitch_shift,-2.0,0.931284,0.707105,0.990296,0.826126,0.8163394417672282,0.8215049999999999
rock_06::pitch_shift::-1st,rock_06,rock,pitch_shift,-1.0,0.948093,0.808971,0.993092,0.829926,0.8602164722827531,0.8623299999999999
rock_06::pitch_shift::+1st,rock_06,rock,pitch_shift,1.0,0.947738,0.831831,0.989724,0.83795,0.8709244847317781,0.8725063333333333
rock_06::pitch_shift::+2st,rock_06,rock,pitch_shift,2.0,0.93015,0.775342,0.984504,0.808334,0.8353703352098789,0.837942
rock_06::pitch_shift::+4st,rock_06,rock,pitch_shift,4.0,0.949607,0.677082,0.970006,0.785692,0.7964267447627972,0.8041269999999999
rock_06::time_stretch::-20pct,rock_06,rock,time_stretch,-20.0,0.99843,0.828538,0.494202,0.844943,0.8874675632044908,0.8906369999999999
rock_06::time_stretch::-10pct,rock_06,rock,time_stretch,-10.0,0.999561,0.847482,0.599483,0.819586,0.8854786732052249,0.8888763333333334
rock_06::time_stretch::-5pct,rock_06,rock,time_stretch,-5.0,0.999366,0.862797,0.679969,0.816042,0.8894370903467615,0.892735
rock_06::time_stretch::+5pct,rock_06,rock,time_stretch,5.0,0.999392,0.890315,0.679505,0.827542,0.9030044029681623,0.9057496666666667
rock_06::time_stretch::+10pct,rock_06,rock,time_stretch,10.0,0.997144,0.861088,0.589361,0.829908,0.8931926133109492,0.8960466666666667
rock_06::time_stretch::+20pct,rock_06,rock,time_stretch,20.0,0.999165,0.879936,0.512217,0.832921,0.9013581089176848,0.9040073333333334
rock_06::lowpass::lp8000,rock_06,rock,lowpass,8000.0,0.999997,0.424493,0.996572,0.832415,0.7069733493018467,0.7523016666666666
rock_06::lowpass::lp4000,rock_06,rock,lowpass,4000.0,0.999986,0.439439,0.992414,0.799458,0.7056067446922888,0.7462943333333334
rock_06::lowpass::lp2000,rock_06,rock,lowpass,2000.0,0.998553,0.415651,0.985587,0.752847,0.6785818272820271,0.7223503333333333
rock_06::distortion::drv4,rock_06,rock,distortion,4.0,0.999869,0.784771,0.992653,0.820667,0.863543739503918,0.8684356666666666
rock_06::distortion::drv12,rock_06,rock,distortion,12.0,0.999664,0.533638,0.956995,0.812945,0.7569269846264332,0.7820823333333333
rock_06::distortion::drv32,rock_06,rock,distortion,32.0,0.999508,0.461691,0.89171,0.797088,0.716497453802127,0.7527623333333333
rock_06::style_swap::swap_cross,rock_06,rock,style_swap,nan,0.887546,0.40398,0.553223,0.59778,0.5984539055182366,0.6297686666666666
rock_06::style_swap::swap_same,rock_06,rock,style_swap,nan,0.951376,0.484016,0.599483,0.73913,0.6981963592641273,0.7248406666666666
rock_07::control::ctrl,rock_07,rock,control,0.0,1.0,1.0,1.0,0.765996,0.9149741698940224,0.9219986666666666
rock_07::pitch_shift::-4st,rock_07,rock,pitch_shift,-4.0,0.735964,0.63263,0.975588,0.666742,0.6771029757670683,0.6784453333333332
rock_07::pitch_shift::-2st,rock_07,rock,pitch_shift,-2.0,0.81108,0.756119,0.986826,0.719053,0.7611523316799006,0.762084
rock_07::pitch_shift::-1st,rock_07,rock,pitch_shift,-1.0,0.705207,0.85391,0.992301,0.740352,0.763933677449228,0.7664896666666666
rock_07::pitch_shift::+1st,rock_07,rock,pitch_shift,1.0,0.703882,0.864309,0.989597,0.715024,0.7576986346209292,0.7610716666666666
rock_07::pitch_shift::+2st,rock_07,rock,pitch_shift,2.0,0.798246,0.761986,0.983227,0.724997,0.7611553731885677,0.7617430000000001
rock_07::pitch_shift::+4st,rock_07,rock,pitch_shift,4.0,0.72955,0.627638,0.973757,0.690524,0.6812622999868838,0.6825706666666667
rock_07::time_stretch::-20pct,rock_07,rock,time_stretch,-20.0,0.992079,0.731594,0.567383,0.788566,0.8302677071670864,0.837413
rock_07::time_stretch::-10pct,rock_07,rock,time_stretch,-10.0,0.997448,0.826538,0.648579,0.792169,0.8676081920123255,0.8720516666666667
