pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S
classical_02::pitch_shift::+2st,classical_02,classical,H,pitch_shift,2.0,0.855895,0.689406,0.992812,0.453303
classical_02::pitch_shift::+4st,classical_02,classical,H,pitch_shift,4.0,0.861920,0.579241,0.990348,0.417156
classical_02::time_stretch::-20pct,classical_02,classical,R,time_stretch,-20.0,0.998915,0.795302,0.907132,0.526606
classical_02::time_stretch::-10pct,classical_02,classical,R,time_stretch,-10.0,0.998979,0.792034,0.916513,0.520529
classical_02::time_stretch::-5pct,classical_02,classical,R,time_stretch,-5.0,0.992919,0.828905,0.921832,0.513571
classical_02::time_stretch::+5pct,classical_02,classical,R,time_stretch,5.0,0.999822,0.898014,0.923681,0.493376
classical_02::time_stretch::+10pct,classical_02,classical,R,time_stretch,10.0,0.999419,0.886192,0.907166,0.452511
classical_02::time_stretch::+20pct,classical_02,classical,R,time_stretch,20.0,0.994589,0.865308,0.917850,0.458473
classical_02::lowpass::lp8000,classical_02,classical,T,lowpass,8000.0,1.000000,0.540419,0.998866,0.513904
classical_02::lowpass::lp4000,classical_02,classical,T,lowpass,4000.0,0.996767,0.498750,0.996442,0.486063
classical_02::lowpass::lp2000,classical_02,classical,T,lowpass,2000.0,0.999545,0.435651,0.992241,0.477706
classical_02::distortion::drv4,classical_02,classical,T,distortion,4.0,1.000000,0.971852,0.999929,0.506347
classical_02::distortion::drv12,classical_02,classical,T,distortion,12.0,0.999950,0.833633,0.998966,0.500933
classical_02::distortion::drv32,classical_02,classical,T,distortion,32.0,0.992631,0.649915,0.994843,0.446911
classical_02::style_swap::swap_cross,classical_02,classical,S,style_swap,nan,0.867470,0.357396,0.917488,0.206293
classical_02::style_swap::swap_same,classical_02,classical,S,style_swap,nan,0.942536,0.471134,0.900222,0.380178
classical_03::control::ctrl,classical_03,classical,control,control,0.0,1.000000,0.999997,1.000000,0.576650
classical_03::pitch_shift::-4st,classical_03,classical,H,pitch_shift,-4.0,0.750486,0.581610,0.880385,0.500039
classical_03::pitch_shift::-2st,classical_03,classical,H,pitch_shift,-2.0,0.784584,0.716112,0.874670,0.507779
classical_03::pitch_shift::-1st,classical_03,classical,H,pitch_shift,-1.0,0.684936,0.823785,0.989732,0.523027
classical_03::pitch_shift::+1st,classical_03,classical,H,pitch_shift,1.0,0.685355,0.815827,0.989258,0.576808
classical_03::pitch_shift::+2st,classical_03,classical,H,pitch_shift,2.0,0.779941,0.714954,0.881136,0.515525
classical_03::pitch_shift::+4st,classical_03,classical,H,pitch_shift,4.0,0.757959,0.595320,0.863607,0.470000
classical_03::time_stretch::-20pct,classical_03,classical,R,time_stretch,-20.0,0.988867,0.715848,0.829220,0.554299
classical_03::time_stretch::-10pct,classical_03,classical,R,time_stretch,-10.0,0.994111,0.825710,0.831412,0.553820
classical_03::time_stretch::-5pct,classical_03,classical,R,time_stretch,-5.0,0.998174,0.900534,0.793413,0.561623
classical_03::time_stretch::+5pct,classical_03,classical,R,time_stretch,5.0,0.997193,0.892898,0.775429,0.546373
classical_03::time_stretch::+10pct,classical_03,classical,R,time_stretch,10.0,0.992930,0.888176,0.812694,0.538749
classical_03::time_stretch::+20pct,classical_03,classical,R,time_stretch,20.0,0.983839,0.850548,0.766852,0.515524
classical_03::lowpass::lp8000,classical_03,classical,T,lowpass,8000.0,1.000000,0.987020,0.999866,0.584392
classical_03::lowpass::lp4000,classical_03,classical,T,lowpass,4000.0,1.000000,0.981225,0.999840,0.598880
classical_03::lowpass::lp2000,classical_03,classical,T,lowpass,2000.0,1.000000,0.956241,0.999435,0.598882
classical_03::distortion::drv4,classical_03,classical,T,distortion,4.0,1.000000,0.963296,0.998157,0.561562
classical_03::distortion::drv12,classical_03,classical,T,distortion,12.0,0.999997,0.820762,0.992396,0.530078
classical_03::distortion::drv32,classical_03,classical,T,distortion,32.0,0.999737,0.639981,0.892109,0.417993
classical_03::style_swap::swap_cross,classical_03,classical,S,style_swap,nan,0.876702,0.363711,0.767462,0.241156
classical_03::style_swap::swap_same,classical_03,classical,S,style_swap,nan,0.791802,0.405002,0.900865,0.328116
classical_04::control::ctrl,classical_04,classical,control,control,0.0,1.000000,1.000000,1.000000,0.463040
classical_04::pitch_shift::-4st,classical_04,classical,H,pitch_shift,-4.0,0.902721,0.521585,0.984788,0.311739
classical_04::pitch_shift::-2st,classical_04,classical,H,pitch_shift,-2.0,0.902272,0.678855,0.987639,0.396278
classical_04::pitch_shift::-1st,classical_04,classical,H,pitch_shift,-1.0,0.881021,0.787717,0.988960,0.464299
classical_04::pitch_shift::+1st,classical_04,classical,H,pitch_shift,1.0,0.878067,0.802675,0.986214,0.419968
classical_04::pitch_shift::+2st,classical_04,classical,H,pitch_shift,2.0,0.905087,0.681803,0.982374,0.485181
classical_04::pitch_shift::+4st,classical_04,classical,H,pitch_shift,4.0,0.908763,0.550489,0.974613,0.390817
classical_04::time_stretch::-20pct,classical_04,classical,R,time_stretch,-20.0,0.998906,0.885519,0.682633,0.485364
classical_04::time_stretch::-10pct,classical_04,classical,R,time_stretch,-10.0,0.999131,0.906359,0.744330,0.470000
classical_04::time_stretch::-5pct,classical_04,classical,R,time_stretch,-5.0,0.999511,0.907233,0.799437,0.492417
classical_04::time_stretch::+5pct,classical_04,classical,R,time_stretch,5.0,0.999458,0.886120,0.663581,0.485182
classical_04::time_stretch::+10pct,classical_04,classical,R,time_stretch,10.0,0.998985,0.880722,0.671884,0.485356
classical_04::time_stretch::+20pct,classical_04,classical,R,time_stretch,20.0,0.998412,0.871281,0.675436,0.447791
classical_04::lowpass::lp8000,classical_04,classical,T,lowpass,8000.0,0.999962,0.494824,0.956801,0.463040
classical_04::lowpass::lp4000,classical_04,classical,T,lowpass,4000.0,0.999988,0.451422,0.946613,0.351609
classical_04::lowpass::lp2000,classical_04,classical,T,lowpass,2000.0,0.999784,0.424381,0.776986,0.363600
classical_04::distortion::drv4,classical_04,classical,T,distortion,4.0,0.998683,0.915623,0.998689,0.455236
classical_04::distortion::drv12,classical_04,classical,T,distortion,12.0,0.999733,0.727059,0.990520,0.403908
classical_04::distortion::drv32,classical_04,classical,T,distortion,32.0,0.997847,0.596923,0.933518,0.309085
classical_04::style_swap::swap_cross,classical_04,classical,S,style_swap,nan,0.718854,0.437217,0.680685,0.252484
classical_04::style_swap::swap_same,classical_04,classical,S,style_swap,nan,0.865958,0.423247,0.690669,0.317273
classical_05::control::ctrl,classical_05,classical,control,control,0.0,1.000000,1.000000,1.000000,0.619634
classical_05::pitch_shift::-4st,classical_05,classical,H,pitch_shift,-4.0,0.826430,0.543608,0.986932,0.304974
classical_05::pitch_shift::-2st,classical_05,classical,H,pitch_shift,-2.0,0.931116,0.681547,0.991416,0.485070
classical_05::pitch_shift::-1st,classical_05,classical,H,pitch_shift,-1.0,0.780394,0.785340,0.993429,0.352174
classical_05::pitch_shift::+1st,classical_05,classical,H,pitch_shift,1.0,0.780385,0.799396,0.991523,0.470970
classical_05::pitch_shift::+2st,classical_05,classical,H,pitch_shift,2.0,0.917132,0.678307,0.986772,0.422473
classical_05::pitch_shift::+4st,classical_05,classical,H,pitch_shift,4.0,0.815830,0.558801,0.972734,0.263451
classical_05::time_stretch::-20pct,classical_05,classical,R,time_stretch,-20.0,0.994855,0.836550,0.518477,0.575730
classical_05::time_stretch::-10pct,classical_05,classical,R,time_stretch,-10.0,0.997507,0.893827,0.612752,0.596289
classical_05::time_stretch::-5pct,classical_05,classical,R,time_stretch,-5.0,0.998375,0.920109,0.697140,0.602938
classical_05::time_stretch::+5pct,classical_05,classical,R,time_stretch,5.0,0.997909,0.917585,0.699425,0.619455
classical_05::time_stretch::+10pct,classical_05,classical,R,time_stretch,10.0,0.997040,0.901905,0.634037,0.561274
classical_05::time_stretch::+20pct,classical_05,classical,R,time_stretch,20.0,0.995403,0.882352,0.540177,0.604027
classical_05::lowpass::lp8000,classical_05,classical,T,lowpass,8000.0,0.999994,0.555207,0.997365,0.634026
classical_05::lowpass::lp4000,classical_05,classical,T,lowpass,4000.0,0.999994,0.424309,0.988053,0.514710
classical_05::lowpass::lp2000,classical_05,classical,T,lowpass,2000.0,0.999981,0.420024,0.975184,0.540603
classical_05::distortion::drv4,classical_05,classical,T,distortion,4.0,0.999044,0.611597,0.988815,0.434819
classical_05::distortion::drv12,classical_05,classical,T,distortion,12.0,0.995044,0.453771,0.963500,0.308249
classical_05::distortion::drv32,classical_05,classical,T,distortion,32.0,0.992742,0.462087,0.937098,0.258032
classical_05::style_swap::swap_cross,classical_05,classical,S,style_swap,nan,0.834885,0.443612,0.697140,0.273538
classical_05::style_swap::swap_same,classical_05,classical,S,style_swap,nan,0.942535,0.470888,0.630491,0.324393
classical_06::control::ctrl,classical_06,classical,control,control,0.0,1.000000,1.000000,1.000000,0.378158
classical_06::pitch_shift::-4st,classical_06,classical,H,pitch_shift,-4.0,0.734047,0.709554,0.989257,0.331086
classical_06::pitch_shift::-2st,classical_06,classical,H,pitch_shift,-2.0,0.825350,0.804681,0.991395,0.337055
classical_06::pitch_shift::-1st,classical_06,classical,H,pitch_shift,-1.0,0.741674,0.851268,0.992159,0.435845
classical_06::pitch_shift::+1st,classical_06,classical,H,pitch_shift,1.0,0.777363,0.866080,0.943706,0.484450
classical_06::pitch_shift::+2st,classical_06,classical,H,pitch_shift,2.0,0.852149,0.794743,0.965252,0.342972
classical_06::pitch_shift::+4st,classical_06,classical,H,pitch_shift,4.0,0.760496,0.657445,0.963410,0.420782
classical_06::time_stretch::-20pct,classical_06,classical,R,time_stretch,-20.0,0.988067,0.687602,0.834439,0.311972
classical_06::time_stretch::-10pct,classical_06,classical,R,time_stretch,-10.0,0.993930,0.845693,0.902673,0.382394
classical_06::time_stretch::-5pct,classical_06,classical,R,time_stretch,-5.0,0.997987,0.879530,0.930268,0.440852
classical_06::time_stretch::+5pct,classical_06,classical,R,time_stretch,5.0,0.997436,0.871008,0.929823,0.396654
classical_06::time_stretch::+10pct,classical_06,classical,R,time_stretch,10.0,0.986519,0.892624,0.883941,0.381898
classical_06::time_stretch::+20pct,classical_06,classical,R,time_stretch,20.0,0.985704,0.848804,0.887923,0.337054
classical_06::lowpass::lp8000,classical_06,classical,T,lowpass,8000.0,0.999344,0.847287,0.999466,0.368220
classical_06::lowpass::lp4000,classical_06,classical,T,lowpass,4000.0,0.998589,0.628359,0.997548,0.342979
classical_06::lowpass::lp2000,classical_06,classical,T,lowpass,2000.0,0.999230,0.529815,0.993118,0.287487
classical_06::distortion::drv4,classical_06,classical,T,distortion,4.0,0.999532,0.849352,0.985212,0.383839
classical_06::distortion::drv12,classical_06,classical,T,distortion,12.0,0.994831,0.648839,0.949694,0.236172
classical_06::distortion::drv32,classical_06,classical,T,distortion,32.0,0.989607,0.587683,0.942812,0.157242
classical_06::style_swap::swap_cross,classical_06,classical,S,style_swap,nan,0.860518,0.472724,0.758398,0.209558
classical_06::style_swap::swap_same,classical_06,classical,S,style_swap,nan,0.818979,0.522514,0.856778,0.385185
classical_07::control::ctrl,classical_07,classical,control,control,0.0,1.000000,1.000000,1.000000,0.409848
classical_07::pitch_shift::-4st,classical_07,classical,H,pitch_shift,-4.0,0.757308,0.547150,0.992228,0.283660
classical_07::pitch_shift::-2st,classical_07,classical,H,pitch_shift,-2.0,0.520474,0.674674,0.997295,0.336803
classical_07::pitch_shift::-1st,classical_07,classical,H,pitch_shift,-1.0,0.613616,0.808642,0.998706,0.386232
classical_07::pitch_shift::+1st,classical_07,classical,H,pitch_shift,1.0,0.608660,0.788862,0.979739,0.379788
classical_07::pitch_shift::+2st,classical_07,classical,H,pitch_shift,2.0,0.502097,0.669379,0.975721,0.265511
classical_07::pitch_shift::+4st,classical_07,classical,H,pitch_shift,4.0,0.742213,0.536622,0.967458,0.335360
classical_07::time_stretch::-20pct,classical_07,classical,R,time_stretch,-20.0,0.988439,0.818068,0.735008,0.416497
classical_07::time_stretch::-10pct,classical_07,classical,R,time_stretch,-10.0,0.999372,0.892039,0.779972,0.438826
classical_07::time_stretch::-5pct,classical_07,classical,R,time_stretch,-5.0,0.999394,0.928397,0.796430,0.415721
classical_07::time_stretch::+5pct,classical_07,classical,R,time_stretch,5.0,0.998852,0.893700,0.819091,0.423504
classical_07::time_stretch::+10pct,classical_07,classical,R,time_stretch,10.0,0.997609,0.865240,0.775110,0.358279
classical_07::time_stretch::+20pct,classical_07,classical,R,time_stretch,20.0,0.994535,0.846588,0.725697,0.410179
classical_07::lowpass::lp8000,classical_07,classical,T,lowpass,8000.0,1.000000,0.887378,0.999931,0.432104
classical_07::lowpass::lp4000,classical_07,classical,T,lowpass,4000.0,0.999998,0.675770,0.999563,0.431266
classical_07::lowpass::lp2000,classical_07,classical,T,lowpass,2000.0,0.999805,0.529654,0.997893,0.349526
classical_07::distortion::drv4,classical_07,classical,T,distortion,4.0,0.999686,0.830664,0.999399,0.424292
classical_07::distortion::drv12,classical_07,classical,T,distortion,12.0,0.997603,0.688581,0.997957,0.364613
classical_07::distortion::drv32,classical_07,classical,T,distortion,32.0,0.991400,0.600469,0.995059,0.272496
classical_07::style_swap::swap_cross,classical_07,classical,S,style_swap,nan,0.561467,0.441637,0.729005,0.284560
classical_07::style_swap::swap_same,classical_07,classical,S,style_swap,nan,0.900928,0.479527,0.776503,0.310658
classical_08::control::ctrl,classical_08,classical,control,control,0.0,1.000000,0.999999,1.000000,0.597068
classical_08::pitch_shift::-4st,classical_08,classical,H,pitch_shift,-4.0,0.664641,0.515556,0.969442,0.382340
classical_08::pitch_shift::-2st,classical_08,classical,H,pitch_shift,-2.0,0.587997,0.626644,0.971744,0.390882
classical_08::pitch_shift::-1st,classical_08,classical,H,pitch_shift,-1.0,0.621717,0.742298,0.973566,0.485364
classical_08::pitch_shift::+1st,classical_08,classical,H,pitch_shift,1.0,0.638426,0.714910,0.992626,0.522846
classical_08::pitch_shift::+2st,classical_08,classical,H,pitch_shift,2.0,0.581754,0.619610,0.981229,0.463333
classical_08::pitch_shift::+4st,classical_08,classical,H,pitch_shift,4.0,0.644201,0.475109,0.978376,0.491610
classical_08::time_stretch::-20pct,classical_08,classical,R,time_stretch,-20.0,0.992931,0.816711,0.907733,0.552283
classical_08::time_stretch::-10pct,classical_08,classical,R,time_stretch,-10.0,0.998571,0.876612,0.909192,0.552282
classical_08::time_stretch::-5pct,classical_08,classical,R,time_stretch,-5.0,0.998955,0.835725,0.933794,0.582674
classical_08::time_stretch::+5pct,classical_08,classical,R,time_stretch,5.0,0.998499,0.862341,0.945829,0.559504
classical_08::time_stretch::+10pct,classical_08,classical,R,time_stretch,10.0,0.998927,0.886902,0.931894,0.552054
classical_08::time_stretch::+20pct,classical_08,classical,R,time_stretch,20.0,0.997634,0.867187,0.913347,0.500703
classical_08::lowpass::lp8000,classical_08,classical,T,lowpass,8000.0,0.999998,0.958808,0.999964,0.596283
classical_08::lowpass::lp4000,classical_08,classical,T,lowpass,4000.0,0.999966,0.949259,0.999725,0.610680
classical_08::lowpass::lp2000,classical_08,classical,T,lowpass,2000.0,0.999991,0.464655,0.978766,0.529290
classical_08::distortion::drv4,classical_08,classical,T,distortion,4.0,0.998720,0.573731,0.982074,0.485366
classical_08::distortion::drv12,classical_08,classical,T,distortion,12.0,0.984657,0.414515,0.972304,0.210257
classical_08::distortion::drv32,classical_08,classical,T,distortion,32.0,0.967876,0.408195,0.979024,0.139716
classical_08::style_swap::swap_cross,classical_08,classical,S,style_swap,nan,0.809106,0.416323,0.888815,0.265759
classical_08::style_swap::swap_same,classical_08,classical,S,style_swap,nan,0.809079,0.380344,0.901239,0.346081
classical_09::control::ctrl,classical_09,classical,control,control,0.0,1.000000,1.000000,1.000000,0.492470
classical_09::pitch_shift::-4st,classical_09,classical,H,pitch_shift,-4.0,0.848484,0.621390,0.993900,0.363936
classical_09::pitch_shift::-2st,classical_09,classical,H,pitch_shift,-2.0,0.849070,0.726420,0.998179,0.403408
classical_09::pitch_shift::-1st,classical_09,classical,H,pitch_shift,-1.0,0.806949,0.815983,0.999191,0.395176
classical_09::pitch_shift::+1st,classical_09,classical,H,pitch_shift,1.0,0.799052,0.796756,0.998331,0.371255
classical_09::pitch_shift::+2st,classical_09,classical,H,pitch_shift,2.0,0.834523,0.710134,0.985918,0.371820
classical_09::pitch_shift::+4st,classical_09,classical,H,pitch_shift,4.0,0.827255,0.589200,0.978983,0.323858
classical_09::time_stretch::-20pct,classical_09,classical,R,time_stretch,-20.0,0.990624,0.873693,0.830187,0.461845
classical_09::time_stretch::-10pct,classical_09,classical,R,time_stretch,-10.0,0.995723,0.889188,0.863127,0.492333
classical_09::time_stretch::-5pct,classical_09,classical,R,time_stretch,-5.0,0.998329,0.892037,0.810619,0.531013
classical_09::time_stretch::+5pct,classical_09,classical,R,time_stretch,5.0,0.999145,0.897279,0.883333,0.576918
classical_09::time_stretch::+10pct,classical_09,classical,R,time_stretch,10.0,0.998595,0.891376,0.860268,0.500057
classical_09::time_stretch::+20pct,classical_09,classical,R,time_stretch,20.0,0.995937,0.855297,0.832433,0.553865
classical_09::lowpass::lp8000,classical_09,classical,T,lowpass,8000.0,1.000000,0.849612,0.999888,0.492468
classical_09::lowpass::lp4000,classical_09,classical,T,lowpass,4000.0,0.999999,0.586038,0.988682,0.546229
classical_09::lowpass::lp2000,classical_09,classical,T,lowpass,2000.0,0.999940,0.479378,0.987621,0.417634
classical_09::distortion::drv4,classical_09,classical,T,distortion,4.0,0.999633,0.807796,0.999539,0.387432
classical_09::distortion::drv12,classical_09,classical,T,distortion,12.0,0.996819,0.633971,0.998562,0.331108
classical_09::distortion::drv32,classical_09,classical,T,distortion,32.0,0.991088,0.528820,0.996440,0.357091
classical_09::style_swap::swap_cross,classical_09,classical,S,style_swap,nan,0.897722,0.377306,0.883131,0.154777
classical_09::style_swap::swap_same,classical_09,classical,S,style_swap,nan,0.818171,0.530727,0.816501,0.227716
classical_10::control::ctrl,classical_10,classical,control,control,0.0,1.000000,1.000000,1.000000,0.561592
classical_10::pitch_shift::-4st,classical_10,classical,H,pitch_shift,-4.0,0.719316,0.613257,0.996571,0.386796
classical_10::pitch_shift::-2st,classical_10,classical,H,pitch_shift,-2.0,0.685240,0.751635,0.999044,0.386539
classical_10::pitch_shift::-1st,classical_10,classical,H,pitch_shift,-1.0,0.599660,0.837629,0.999692,0.394288
classical_10::pitch_shift::+1st,classical_10,classical,H,pitch_shift,1.0,0.596098,0.856862,0.999193,0.357376
classical_10::pitch_shift::+2st,classical_10,classical,H,pitch_shift,2.0,0.662931,0.773538,0.998085,0.393745
classical_10::pitch_shift::+4st,classical_10,classical,H,pitch_shift,4.0,0.728684,0.641817,0.994792,0.358155
classical_10::time_stretch::-20pct,classical_10,classical,R,time_stretch,-20.0,0.988448,0.828432,0.928726,0.522951
classical_10::time_stretch::-10pct,classical_10,classical,R,time_stretch,-10.0,0.994966,0.873206,0.919240,0.515261
classical_10::time_stretch::-5pct,classical_10,classical,R,time_stretch,-5.0,0.998605,0.921652,0.936839,0.515146
classical_10::time_stretch::+5pct,classical_10,classical,R,time_stretch,5.0,0.998265,0.933004,0.936183,0.500058
classical_10::time_stretch::+10pct,classical_10,classical,R,time_stretch,10.0,0.996293,0.897087,0.922251,0.492262
classical_10::time_stretch::+20pct,classical_10,classical,R,time_stretch,20.0,0.993271,0.850048,0.904104,0.500085
classical_10::lowpass::lp8000,classical_10,classical,T,lowpass,8000.0,1.000000,0.870783,0.999954,0.576436
classical_10::lowpass::lp4000,classical_10,classical,T,lowpass,4000.0,0.999993,0.652280,0.999774,0.523389
classical_10::lowpass::lp2000,classical_10,classical,T,lowpass,2000.0,0.999819,0.536521,0.999236,0.453351
classical_10::distortion::drv4,classical_10,classical,T,distortion,4.0,0.999561,0.723807,0.999312,0.477192
classical_10::distortion::drv12,classical_10,classical,T,distortion,12.0,0.994965,0.593012,0.998199,0.350679
classical_10::distortion::drv32,classical_10,classical,T,distortion,32.0,0.986273,0.550736,0.994871,0.277714
classical_10::style_swap::swap_cross,classical_10,classical,S,style_swap,nan,0.647722,0.481486,0.954542,0.284193
classical_10::style_swap::swap_same,classical_10,classical,S,style_swap,nan,0.904747,0.493142,0.904104,0.463084
classical_11::control::ctrl,classical_11,classical,control,control,0.0,1.000000,1.000000,1.000000,0.530074
classical_11::pitch_shift::-4st,classical_11,classical,H,pitch_shift,-4.0,0.642501,0.618023,0.972449,0.363890
classical_11::pitch_shift::-2st,classical_11,classical,H,pitch_shift,-2.0,0.657320,0.682140,0.992606,0.417398
classical_11::pitch_shift::-1st,classical_11,classical,H,pitch_shift,-1.0,0.605818,0.790484,0.993602,0.341211
classical_11::pitch_shift::+1st,classical_11,classical,H,pitch_shift,1.0,0.643472,0.770137,0.976207,0.389687
classical_11::pitch_shift::+2st,classical_11,classical,H,pitch_shift,2.0,0.649417,0.677590,0.958712,0.347861
classical_11::pitch_shift::+4st,classical_11,classical,H,pitch_shift,4.0,0.743976,0.586582,0.957887,0.362204
classical_11::time_stretch::-20pct,classical_11,classical,R,time_stretch,-20.0,0.994939,0.797311,0.855067,0.559108
classical_11::time_stretch::-10pct,classical_11,classical,R,time_stretch,-10.0,0.999227,0.866217,0.878218,0.491723
classical_11::time_stretch::-5pct,classical_11,classical,R,time_stretch,-5.0,0.998653,0.883111,0.877093,0.506802
classical_11::time_stretch::+5pct,classical_11,classical,R,time_stretch,5.0,0.999364,0.868967,0.875962,0.529292
classical_11::time_stretch::+10pct,classical_11,classical,R,time_stretch,10.0,0.999058,0.854528,0.845182,0.498681
classical_11::time_stretch::+20pct,classical_11,classical,R,time_stretch,20.0,0.994512,0.838834,0.813344,0.537121
classical_11::lowpass::lp8000,classical_11,classical,T,lowpass,8000.0,1.000000,0.994813,0.999996,0.529288
classical_11::lowpass::lp4000,classical_11,classical,T,lowpass,4000.0,1.000000,0.824765,0.999765,0.537696
classical_11::lowpass::lp2000,classical_11,classical,T,lowpass,2000.0,0.999993,0.595429,0.980281,0.537026
classical_11::distortion::drv4,classical_11,classical,T,distortion,4.0,0.999950,0.879138,0.981273,0.484317
classical_11::distortion::drv12,classical_11,classical,T,distortion,12.0,0.998640,0.680252,0.978224,0.424328
classical_11::distortion::drv32,classical_11,classical,T,distortion,32.0,0.992478,0.554525,0.975510,0.347571
classical_11::style_swap::swap_cross,classical_11,classical,S,style_swap,nan,0.885847,0.394578,0.790832,0.225119
classical_11::style_swap::swap_same,classical_11,classical,S,style_swap,nan,0.759333,0.423632,0.821256,0.236402
classical_12::control::ctrl,classical_12,classical,control,control,0.0,1.000000,1.000000,1.000000,0.559509
classical_12::pitch_shift::-4st,classical_12,classical,H,pitch_shift,-4.0,0.747931,0.570972,0.978486,0.510853
classical_12::pitch_shift::-2st,classical_12,classical,H,pitch_shift,-2.0,0.756959,0.699857,0.992407,0.518469
classical_12::pitch_shift::-1st,classical_12,classical,H,pitch_shift,-1.0,0.811395,0.763160,0.980892,0.533544
classical_12::pitch_shift::+1st,classical_12,classical,H,pitch_shift,1.0,0.826522,0.787238,0.980996,0.534630
classical_12::pitch_shift::+2st,classical_12,classical,H,pitch_shift,2.0,0.760980,0.698835,0.980185,0.518963
classical_12::pitch_shift::+4st,classical_12,classical,H,pitch_shift,4.0,0.731961,0.588650,0.979340,0.544358
classical_12::time_stretch::-20pct,classical_12,classical,R,time_stretch,-20.0,0.990284,0.798351,0.933391,0.552061
classical_12::time_stretch::-10pct,classical_12,classical,R,time_stretch,-10.0,0.997870,0.844924,0.913189,0.566158
classical_12::time_stretch::-5pct,classical_12,classical,R,time_stretch,-5.0,0.994681,0.814766,0.932131,0.545100
classical_12::time_stretch::+5pct,classical_12,classical,R,time_stretch,5.0,0.998851,0.810938,0.922905,0.552057
classical_12::time_stretch::+10pct,classical_12,classical,R,time_stretch,10.0,0.998697,0.850112,0.903186,0.530074
classical_12::time_stretch::+20pct,classical_12,classical,R,time_stretch,20.0,0.996399,0.844450,0.937503,0.536511
classical_12::lowpass::lp8000,classical_12,classical,T,lowpass,8000.0,1.000000,0.813922,0.999443,0.566160
classical_12::lowpass::lp4000,classical_12,classical,T,lowpass,4000.0,0.999999,0.509594,0.997705,0.538745
classical_12::lowpass::lp2000,classical_12,classical,T,lowpass,2000.0,0.999364,0.414133,0.982570,0.525406
classical_12::distortion::drv4,classical_12,classical,T,distortion,4.0,0.999485,0.911366,0.999450,0.537882
classical_12::distortion::drv12,classical_12,classical,T,distortion,12.0,0.997929,0.706351,0.994833,0.552280
classical_12::distortion::drv32,classical_12,classical,T,distortion,32.0,0.995035,0.553799,0.972473,0.406894
classical_12::style_swap::swap_cross,classical_12,classical,S,style_swap,nan,0.970511,0.410347,0.912900,0.213125
classical_12::style_swap::swap_same,classical_12,classical,S,style_swap,nan,0.654856,0.484040,0.888062,0.251714
