pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S,score_scs,score_clap_htsat,score_cbase
ambient_04::control::ctrl,ambient_04,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.774408,1.000000,1.000000,1.000000
ambient_04::pitch_shift::-4st,ambient_04,ambient,H,pitch_shift,-4.0,0.453659,0.515198,0.989405,0.708538,0.981654,0.966627,0.974111
ambient_04::pitch_shift::-2st,ambient_04,ambient,H,pitch_shift,-2.0,0.608414,0.655428,0.973122,0.742313,0.989215,0.989140,0.989178
ambient_04::pitch_shift::-1st,ambient_04,ambient,H,pitch_shift,-1.0,0.557387,0.782174,0.973556,0.735684,0.988507,0.986236,0.987371
ambient_04::pitch_shift::+1st,ambient_04,ambient,H,pitch_shift,1.0,0.480187,0.747064,0.969352,0.734621,0.992483,0.987313,0.989895
ambient_04::pitch_shift::+2st,ambient_04,ambient,H,pitch_shift,2.0,0.596663,0.607531,0.968119,0.733282,0.988726,0.987872,0.988299
ambient_04::pitch_shift::+4st,ambient_04,ambient,H,pitch_shift,4.0,0.439260,0.500091,0.977755,0.653398,0.972597,0.981314,0.976946
ambient_04::time_stretch::-20pct,ambient_04,ambient,R,time_stretch,-20.0,0.986257,0.754337,0.958501,0.730214,0.672943,0.964526,0.805650
ambient_04::time_stretch::-10pct,ambient_04,ambient,R,time_stretch,-10.0,0.997683,0.803605,0.956372,0.759191,0.745825,0.970634,0.850837
ambient_04::time_stretch::-5pct,ambient_04,ambient,R,time_stretch,-5.0,0.999376,0.862993,0.957976,0.745158,0.877361,0.982553,0.928468
ambient_04::time_stretch::+5pct,ambient_04,ambient,R,time_stretch,5.0,0.998484,0.877194,0.965219,0.760368,0.845869,0.985260,0.912908
ambient_04::time_stretch::+10pct,ambient_04,ambient,R,time_stretch,10.0,0.997237,0.867047,0.969424,0.754081,0.772098,0.975684,0.867942
ambient_04::time_stretch::+20pct,ambient_04,ambient,R,time_stretch,20.0,0.996091,0.838491,0.962223,0.721409,0.661547,0.984535,0.807041
ambient_04::lowpass::lp8000,ambient_04,ambient,T,lowpass,8000.0,0.999998,0.862721,0.999735,0.774805,0.998517,0.978655,0.988536
ambient_04::lowpass::lp4000,ambient_04,ambient,T,lowpass,4000.0,0.999999,0.645434,0.998639,0.730122,0.995977,0.942664,0.968954
ambient_04::lowpass::lp2000,ambient_04,ambient,T,lowpass,2000.0,0.999506,0.500317,0.997307,0.722602,0.994902,0.900892,0.946731
ambient_04::distortion::drv4,ambient_04,ambient,T,distortion,4.0,0.999892,0.822714,0.995669,0.746894,0.997129,0.996842,0.996986
ambient_04::distortion::drv12,ambient_04,ambient,T,distortion,12.0,0.994796,0.584906,0.970343,0.666483,0.978148,0.948393,0.963156
ambient_04::distortion::drv32,ambient_04,ambient,T,distortion,32.0,0.974092,0.484068,0.965212,0.629985,0.956202,0.858508,0.906039
ambient_04::style_swap::swap_cross,ambient_04,ambient,S,style_swap,nan,0.793058,0.388578,0.927496,0.600138,0.545669,0.673856,0.606385
ambient_04::style_swap::swap_same,ambient_04,ambient,S,style_swap,nan,0.405134,0.449697,0.960801,0.662684,0.665126,0.820099,0.738559
ambient_05::control::ctrl,ambient_05,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.772766,1.000000,1.000000,1.000000
ambient_05::pitch_shift::-4st,ambient_05,ambient,H,pitch_shift,-4.0,0.743985,0.556551,0.983569,0.745498,0.867105,0.961433,0.913052
ambient_05::pitch_shift::-2st,ambient_05,ambient,H,pitch_shift,-2.0,0.677017,0.699875,0.976582,0.777441,0.907057,0.948396,0.927496
ambient_05::pitch_shift::-1st,ambient_05,ambient,H,pitch_shift,-1.0,0.715724,0.770504,0.986817,0.736671,0.924963,0.957449,0.941066
ambient_05::pitch_shift::+1st,ambient_05,ambient,H,pitch_shift,1.0,0.702877,0.743486,0.987631,0.764887,0.918073,0.984396,0.950657
ambient_05::pitch_shift::+2st,ambient_05,ambient,H,pitch_shift,2.0,0.656497,0.688284,0.987246,0.747858,0.888114,0.978834,0.932371
ambient_05::pitch_shift::+4st,ambient_05,ambient,H,pitch_shift,4.0,0.734344,0.578996,0.987435,0.741096,0.855902,0.941341,0.897606
ambient_05::time_stretch::-20pct,ambient_05,ambient,R,time_stretch,-20.0,0.966326,0.792423,0.967866,0.796226,0.679502,0.973974,0.813522
ambient_05::time_stretch::-10pct,ambient_05,ambient,R,time_stretch,-10.0,0.993737,0.794226,0.965360,0.787452,0.721903,0.983132,0.842452
ambient_05::time_stretch::-5pct,ambient_05,ambient,R,time_stretch,-5.0,0.997714,0.780697,0.950449,0.776643,0.764636,0.982970,0.866957
ambient_05::time_stretch::+5pct,ambient_05,ambient,R,time_stretch,5.0,0.997799,0.749545,0.951600,0.773067,0.776368,0.988083,0.875852
ambient_05::time_stretch::+10pct,ambient_05,ambient,R,time_stretch,10.0,0.996662,0.798070,0.967509,0.787452,0.734128,0.990030,0.852531
ambient_05::time_stretch::+20pct,ambient_05,ambient,R,time_stretch,20.0,0.993276,0.775387,0.956235,0.768674,0.746483,0.976128,0.853618
ambient_05::lowpass::lp8000,ambient_05,ambient,T,lowpass,8000.0,0.999954,0.525608,0.991141,0.774173,0.997373,0.960067,0.978542
ambient_05::lowpass::lp4000,ambient_05,ambient,T,lowpass,4000.0,0.999843,0.512959,0.989768,0.766551,0.985295,0.918610,0.951369
ambient_05::lowpass::lp2000,ambient_05,ambient,T,lowpass,2000.0,0.999928,0.429033,0.986925,0.758667,0.973473,0.906071,0.939168
ambient_05::distortion::drv4,ambient_05,ambient,T,distortion,4.0,0.999994,0.926163,0.999031,0.779839,0.998164,0.999782,0.998972
ambient_05::distortion::drv12,ambient_05,ambient,T,distortion,12.0,0.999769,0.709542,0.981671,0.760329,0.967626,0.984731,0.976141
ambient_05::distortion::drv32,ambient_05,ambient,T,distortion,32.0,0.995251,0.535242,0.956531,0.613970,0.893553,0.865466,0.879398
ambient_05::style_swap::swap_cross,ambient_05,ambient,S,style_swap,nan,0.559526,0.437994,0.915074,0.619757,0.706862,0.701476,0.704164
ambient_05::style_swap::swap_same,ambient_05,ambient,S,style_swap,nan,0.797992,0.443338,0.919340,0.390506,0.692345,0.733979,0.712858
ambient_06::control::ctrl,ambient_06,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.875008,1.000000,1.000000,1.000000
ambient_06::pitch_shift::-4st,ambient_06,ambient,H,pitch_shift,-4.0,0.933492,0.608839,0.685669,0.755440,0.914909,0.971181,0.942625
ambient_06::pitch_shift::-2st,ambient_06,ambient,H,pitch_shift,-2.0,0.902073,0.725149,0.693941,0.741346,0.946088,0.968038,0.957000
ambient_06::pitch_shift::-1st,ambient_06,ambient,H,pitch_shift,-1.0,0.903169,0.830952,0.697581,0.741306,0.962574,0.970967,0.966761
ambient_06::pitch_shift::+1st,ambient_06,ambient,H,pitch_shift,1.0,0.901373,0.786065,0.693696,0.786158,0.960731,0.967623,0.964171
ambient_06::pitch_shift::+2st,ambient_06,ambient,H,pitch_shift,2.0,0.902912,0.667559,0.687621,0.786523,0.937992,0.974808,0.956223
ambient_06::pitch_shift::+4st,ambient_06,ambient,H,pitch_shift,4.0,0.941973,0.568132,0.671017,0.766856,0.887196,0.968016,0.926725
ambient_06::time_stretch::-20pct,ambient_06,ambient,R,time_stretch,-20.0,0.998208,0.821386,0.528688,0.847704,0.720358,0.972601,0.837031
ambient_06::time_stretch::-10pct,ambient_06,ambient,R,time_stretch,-10.0,0.999552,0.848160,0.485195,0.858372,0.748228,0.972312,0.852943
ambient_06::time_stretch::-5pct,ambient_06,ambient,R,time_stretch,-5.0,0.999569,0.888466,0.470404,0.865404,0.803307,0.975665,0.885301
ambient_06::time_stretch::+5pct,ambient_06,ambient,R,time_stretch,5.0,0.999789,0.887261,0.511152,0.875483,0.811638,0.981499,0.892537
ambient_06::time_stretch::+10pct,ambient_06,ambient,R,time_stretch,10.0,0.999452,0.848974,0.524802,0.862778,0.749481,0.990923,0.861788
ambient_06::time_stretch::+20pct,ambient_06,ambient,R,time_stretch,20.0,0.998026,0.822305,0.603077,0.861623,0.724129,0.974748,0.840145
ambient_06::lowpass::lp8000,ambient_06,ambient,T,lowpass,8000.0,1.000000,0.600506,0.997262,0.877748,0.991070,0.990214,0.990642
ambient_06::lowpass::lp4000,ambient_06,ambient,T,lowpass,4000.0,0.999997,0.441231,0.989876,0.761450,0.981906,0.948206,0.964909
ambient_06::lowpass::lp2000,ambient_06,ambient,T,lowpass,2000.0,0.999978,0.390320,0.975047,0.761074,0.960688,0.910445,0.935229
ambient_06::distortion::drv4,ambient_06,ambient,T,distortion,4.0,0.999716,0.707646,0.959996,0.725169,0.931842,0.957592,0.944629
ambient_06::distortion::drv12,ambient_06,ambient,T,distortion,12.0,0.997673,0.491608,0.748365,0.571179,0.862430,0.887051,0.874653
ambient_06::distortion::drv32,ambient_06,ambient,T,distortion,32.0,0.996700,0.459338,0.831052,0.477057,0.827806,0.838313,0.833043
ambient_06::style_swap::swap_cross,ambient_06,ambient,S,style_swap,nan,0.864388,0.470866,0.734756,0.640891,0.510118,0.832763,0.651772
ambient_06::style_swap::swap_same,ambient_06,ambient,S,style_swap,nan,0.683270,0.453647,0.736087,0.664982,0.732588,0.818454,0.774332
ambient_07::control::ctrl,ambient_07,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.838622,1.000000,1.000000,1.000000
ambient_07::pitch_shift::-4st,ambient_07,ambient,H,pitch_shift,-4.0,0.393655,0.604657,0.993286,0.744362,0.976798,0.979178,0.977987
ambient_07::pitch_shift::-2st,ambient_07,ambient,H,pitch_shift,-2.0,0.689597,0.713787,0.997655,0.780969,0.983199,0.984906,0.984052
ambient_07::pitch_shift::-1st,ambient_07,ambient,H,pitch_shift,-1.0,0.345551,0.810926,0.998603,0.755294,0.989811,0.989387,0.989599
ambient_07::pitch_shift::+1st,ambient_07,ambient,H,pitch_shift,1.0,0.358931,0.799919,0.998054,0.748325,0.988253,0.981259,0.984750
ambient_07::pitch_shift::+2st,ambient_07,ambient,H,pitch_shift,2.0,0.671615,0.724955,0.996185,0.770584,0.980767,0.979747,0.980257
ambient_07::pitch_shift::+4st,ambient_07,ambient,H,pitch_shift,4.0,0.358746,0.608252,0.990207,0.716190,0.972007,0.966452,0.969226
ambient_07::time_stretch::-20pct,ambient_07,ambient,R,time_stretch,-20.0,0.995224,0.839484,0.826813,0.820231,0.707587,0.983227,0.834097
ambient_07::time_stretch::-10pct,ambient_07,ambient,R,time_stretch,-10.0,0.997987,0.886904,0.864750,0.849696,0.765748,0.979237,0.865938
ambient_07::time_stretch::-5pct,ambient_07,ambient,R,time_stretch,-5.0,0.999391,0.888946,0.898460,0.843900,0.833753,0.990621,0.908809
ambient_07::time_stretch::+5pct,ambient_07,ambient,R,time_stretch,5.0,0.999447,0.883194,0.896076,0.833091,0.822937,0.987900,0.901654
ambient_07::time_stretch::+10pct,ambient_07,ambient,R,time_stretch,10.0,0.997690,0.857473,0.868285,0.840979,0.767895,0.988573,0.871275
ambient_07::time_stretch::+20pct,ambient_07,ambient,R,time_stretch,20.0,0.995508,0.843121,0.856899,0.841689,0.719185,0.986085,0.842127
ambient_07::lowpass::lp8000,ambient_07,ambient,T,lowpass,8000.0,0.999997,0.874025,0.999889,0.845219,0.999356,0.973070,0.986125
ambient_07::lowpass::lp4000,ambient_07,ambient,T,lowpass,4000.0,0.999993,0.601988,0.999426,0.839012,0.996411,0.943493,0.969591
ambient_07::lowpass::lp2000,ambient_07,ambient,T,lowpass,2000.0,0.999893,0.480554,0.998851,0.813616,0.992895,0.909224,0.950139
ambient_07::distortion::drv4,ambient_07,ambient,T,distortion,4.0,0.999939,0.810032,0.999150,0.829498,0.993603,0.998032,0.995815
ambient_07::distortion::drv12,ambient_07,ambient,T,distortion,12.0,0.998365,0.599668,0.994383,0.764790,0.953303,0.924192,0.938635
ambient_07::distortion::drv32,ambient_07,ambient,T,distortion,32.0,0.990253,0.493914,0.988822,0.711121,0.893682,0.741935,0.814281
ambient_07::style_swap::swap_cross,ambient_07,ambient,S,style_swap,nan,0.803303,0.448432,0.877081,0.588140,0.682401,0.823090,0.749451
ambient_07::style_swap::swap_same,ambient_07,ambient,S,style_swap,nan,0.800924,0.441013,0.921675,0.608964,0.715294,0.759188,0.736914
ambient_08::control::ctrl,ambient_08,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.822059,1.000000,1.000000,1.000000
ambient_08::pitch_shift::-4st,ambient_08,ambient,H,pitch_shift,-4.0,0.723803,0.510457,0.981699,0.768288,0.942857,0.980547,0.961517
ambient_08::pitch_shift::-2st,ambient_08,ambient,H,pitch_shift,-2.0,0.608591,0.620931,0.984900,0.768210,0.956733,0.972681,0.964674
ambient_08::pitch_shift::-1st,ambient_08,ambient,H,pitch_shift,-1.0,0.472501,0.733390,0.987599,0.767301,0.973641,0.983112,0.978365
ambient_08::pitch_shift::+1st,ambient_08,ambient,H,pitch_shift,1.0,0.454409,0.715595,0.977583,0.767878,0.972746,0.984390,0.978551
ambient_08::pitch_shift::+2st,ambient_08,ambient,H,pitch_shift,2.0,0.590542,0.619937,0.985306,0.773870,0.936726,0.990629,0.963300
ambient_08::pitch_shift::+4st,ambient_08,ambient,H,pitch_shift,4.0,0.673092,0.537854,0.985874,0.749685,0.942109,0.990760,0.966128
ambient_08::time_stretch::-20pct,ambient_08,ambient,R,time_stretch,-20.0,0.978781,0.772355,0.951184,0.810150,0.759659,0.984315,0.864722
ambient_08::time_stretch::-10pct,ambient_08,ambient,R,time_stretch,-10.0,0.990527,0.787403,0.952786,0.805191,0.775874,0.988613,0.875808
ambient_08::time_stretch::-5pct,ambient_08,ambient,R,time_stretch,-5.0,0.997675,0.835389,0.947009,0.813619,0.857158,0.994931,0.923478
ambient_08::time_stretch::+5pct,ambient_08,ambient,R,time_stretch,5.0,0.996387,0.785292,0.954589,0.828767,0.864798,0.995767,0.927975
ambient_08::time_stretch::+10pct,ambient_08,ambient,R,time_stretch,10.0,0.995280,0.787221,0.963118,0.793567,0.810539,0.991079,0.896274
ambient_08::time_stretch::+20pct,ambient_08,ambient,R,time_stretch,20.0,0.961311,0.632961,0.953815,0.798695,0.765557,0.990812,0.870932
ambient_08::lowpass::lp8000,ambient_08,ambient,T,lowpass,8000.0,0.999979,0.467328,0.997865,0.816712,0.998798,0.954117,0.976202
ambient_08::lowpass::lp4000,ambient_08,ambient,T,lowpass,4000.0,0.999978,0.450038,0.996530,0.781847,0.996807,0.908054,0.951396
ambient_08::lowpass::lp2000,ambient_08,ambient,T,lowpass,2000.0,0.999324,0.423370,0.994445,0.766173,0.996104,0.854791,0.922746
ambient_08::distortion::drv4,ambient_08,ambient,T,distortion,4.0,0.999838,0.892702,0.997075,0.820312,0.988027,0.999216,0.993606
ambient_08::distortion::drv12,ambient_08,ambient,T,distortion,12.0,0.995272,0.667041,0.986724,0.743824,0.947581,0.963924,0.955717
ambient_08::distortion::drv32,ambient_08,ambient,T,distortion,32.0,0.982232,0.547025,0.977122,0.650902,0.909405,0.887336,0.898303
ambient_08::style_swap::swap_cross,ambient_08,ambient,S,style_swap,nan,0.745865,0.415230,0.923419,0.480313,0.676501,0.612682,0.643802
ambient_08::style_swap::swap_same,ambient_08,ambient,S,style_swap,nan,0.787097,0.417093,0.901420,0.556849,0.663469,0.703308,0.683098
ambient_09::control::ctrl,ambient_09,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.816552,1.000000,1.000000,1.000000
ambient_09::pitch_shift::-4st,ambient_09,ambient,H,pitch_shift,-4.0,0.712680,0.500521,0.962175,0.762199,0.938188,0.987457,0.962507
ambient_09::pitch_shift::-2st,ambient_09,ambient,H,pitch_shift,-2.0,0.875073,0.639930,0.938120,0.790080,0.959143,0.987441,0.973189
ambient_09::pitch_shift::-1st,ambient_09,ambient,H,pitch_shift,-1.0,0.663314,0.728254,0.973127,0.753929,0.970337,0.990886,0.980558
ambient_09::pitch_shift::+1st,ambient_09,ambient,H,pitch_shift,1.0,0.688159,0.822591,0.973200,0.768914,0.965570,0.988269,0.976853
ambient_09::pitch_shift::+2st,ambient_09,ambient,H,pitch_shift,2.0,0.847923,0.742165,0.974416,0.774231,0.947825,0.991042,0.969193
ambient_09::pitch_shift::+4st,ambient_09,ambient,H,pitch_shift,4.0,0.689868,0.637622,0.971022,0.716196,0.949962,0.980796,0.965256
ambient_09::time_stretch::-20pct,ambient_09,ambient,R,time_stretch,-20.0,0.992976,0.825241,0.847720,0.805583,0.664564,0.983088,0.808285
ambient_09::time_stretch::-10pct,ambient_09,ambient,R,time_stretch,-10.0,0.995879,0.853611,0.797548,0.803906,0.735384,0.990466,0.853448
ambient_09::time_stretch::-5pct,ambient_09,ambient,R,time_stretch,-5.0,0.996090,0.866738,0.823603,0.806642,0.807834,0.990362,0.894454
ambient_09::time_stretch::+5pct,ambient_09,ambient,R,time_stretch,5.0,0.997789,0.857327,0.797478,0.827377,0.816605,0.991806,0.899952
ambient_09::time_stretch::+10pct,ambient_09,ambient,R,time_stretch,10.0,0.997842,0.845212,0.773415,0.803843,0.769552,0.988379,0.872129
ambient_09::time_stretch::+20pct,ambient_09,ambient,R,time_stretch,20.0,0.995433,0.840177,0.724705,0.793293,0.706965,0.989214,0.836266
ambient_09::lowpass::lp8000,ambient_09,ambient,T,lowpass,8000.0,0.998881,0.453000,0.992739,0.810084,0.998310,0.971485,0.984806
ambient_09::lowpass::lp4000,ambient_09,ambient,T,lowpass,4000.0,0.999998,0.420715,0.987042,0.756408,0.987336,0.911294,0.948553
ambient_09::lowpass::lp2000,ambient_09,ambient,T,lowpass,2000.0,0.998481,0.423547,0.980518,0.755921,0.984113,0.909886,0.946272
ambient_09::distortion::drv4,ambient_09,ambient,T,distortion,4.0,0.999147,0.885405,0.995233,0.811377,0.990430,0.999399,0.994904
ambient_09::distortion::drv12,ambient_09,ambient,T,distortion,12.0,0.999473,0.715357,0.973820,0.788983,0.949264,0.983245,0.966105
ambient_09::distortion::drv32,ambient_09,ambient,T,distortion,32.0,0.996241,0.594114,0.942727,0.725890,0.899611,0.907649,0.903621
ambient_09::style_swap::swap_cross,ambient_09,ambient,S,style_swap,nan,0.842045,0.480484,0.769403,0.599415,0.616935,0.657309,0.636802
ambient_09::style_swap::swap_same,ambient_09,ambient,S,style_swap,nan,0.545857,0.412381,0.811315,0.633349,0.658557,0.734938,0.695700
ambient_10::control::ctrl,ambient_10,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.735890,1.000000,1.000000,1.000000
ambient_10::pitch_shift::-4st,ambient_10,ambient,H,pitch_shift,-4.0,0.875458,0.461847,0.972453,0.660295,0.824049,0.972835,0.895357
ambient_10::pitch_shift::-2st,ambient_10,ambient,H,pitch_shift,-2.0,0.921455,0.563085,0.978307,0.716528,0.850166,0.951021,0.899181
ambient_10::pitch_shift::-1st,ambient_10,ambient,H,pitch_shift,-1.0,0.970039,0.693054,0.980250,0.707251,0.847858,0.972247,0.907924
ambient_10::pitch_shift::+1st,ambient_10,ambient,H,pitch_shift,1.0,0.986659,0.690748,0.969727,0.726409,0.887243,0.974617,0.929904
ambient_10::pitch_shift::+2st,ambient_10,ambient,H,pitch_shift,2.0,0.961057,0.578212,0.971882,0.695984,0.870550,0.945595,0.907297
ambient_10::pitch_shift::+4st,ambient_10,ambient,H,pitch_shift,4.0,0.944938,0.449543,0.980744,0.677370,0.860771,0.940451,0.899729
ambient_10::time_stretch::-20pct,ambient_10,ambient,R,time_stretch,-20.0,0.986184,0.725964,0.937202,0.694503,0.728093,0.971030,0.840833
ambient_10::time_stretch::-10pct,ambient_10,ambient,R,time_stretch,-10.0,0.996962,0.764904,0.949751,0.725651,0.808172,0.974283,0.887349
ambient_10::time_stretch::-5pct,ambient_10,ambient,R,time_stretch,-5.0,0.988589,0.762821,0.948427,0.731634,0.830854,0.969314,0.897417
ambient_10::time_stretch::+5pct,ambient_10,ambient,R,time_stretch,5.0,0.998284,0.752154,0.947626,0.712382,0.814116,0.979893,0.893166
ambient_10::time_stretch::+10pct,ambient_10,ambient,R,time_stretch,10.0,0.996403,0.744653,0.938064,0.680691,0.797879,0.969457,0.879494
ambient_10::time_stretch::+20pct,ambient_10,ambient,R,time_stretch,20.0,0.996128,0.787709,0.957747,0.709628,0.754513,0.975756,0.858033
ambient_10::lowpass::lp8000,ambient_10,ambient,T,lowpass,8000.0,1.000000,0.551173,0.999327,0.737563,0.998655,0.978948,0.988752
ambient_10::lowpass::lp4000,ambient_10,ambient,T,lowpass,4000.0,0.999998,0.427673,0.997842,0.709504,0.991248,0.932033,0.961184
ambient_10::lowpass::lp2000,ambient_10,ambient,T,lowpass,2000.0,0.999463,0.380097,0.995412,0.674398,0.977110,0.932979,0.954790
ambient_10::distortion::drv4,ambient_10,ambient,T,distortion,4.0,0.999936,0.906382,0.997533,0.717609,0.996254,0.997602,0.996928
ambient_10::distortion::drv12,ambient_10,ambient,T,distortion,12.0,0.999871,0.611583,0.954245,0.663428,0.943149,0.919586,0.931293
ambient_10::distortion::drv32,ambient_10,ambient,T,distortion,32.0,0.999184,0.459026,0.942726,0.576904,0.864494,0.891979,0.878129
ambient_10::style_swap::swap_cross,ambient_10,ambient,S,style_swap,nan,0.924343,0.396036,0.952955,0.585000,0.604948,0.566633,0.585478
ambient_10::style_swap::swap_same,ambient_10,ambient,S,style_swap,nan,0.789284,0.401594,0.938743,0.730966,0.836027,0.739444,0.786254
ambient_11::control::ctrl,ambient_11,ambient,control,control,0.0,0.999997,0.992369,0.999991,0.829892,1.000000,0.999914,0.999957
ambient_11::pitch_shift::-4st,ambient_11,ambient,H,pitch_shift,-4.0,0.792757,0.512197,0.992110,0.750112,0.902193,0.962612,0.931913
ambient_11::pitch_shift::-2st,ambient_11,ambient,H,pitch_shift,-2.0,0.868017,0.648893,0.995802,0.726871,0.935485,0.974750,0.954915
ambient_11::pitch_shift::-1st,ambient_11,ambient,H,pitch_shift,-1.0,0.799248,0.753158,0.996827,0.856528,0.960051,0.982500,0.971211
ambient_11::pitch_shift::+1st,ambient_11,ambient,H,pitch_shift,1.0,0.804936,0.759027,0.995482,0.789121,0.963378,0.983613,0.973443
ambient_11::pitch_shift::+2st,ambient_11,ambient,H,pitch_shift,2.0,0.857017,0.638144,0.993788,0.803184,0.950048,0.961536,0.955775
ambient_11::pitch_shift::+4st,ambient_11,ambient,H,pitch_shift,4.0,0.770872,0.528879,0.986629,0.791045,0.919525,0.932190,0.925836
ambient_11::time_stretch::-20pct,ambient_11,ambient,R,time_stretch,-20.0,0.995223,0.857046,0.738374,0.849669,0.652352,0.968314,0.794784
ambient_11::time_stretch::-10pct,ambient_11,ambient,R,time_stretch,-10.0,0.998735,0.879810,0.779856,0.834173,0.667731,0.983861,0.810528
ambient_11::time_stretch::-5pct,ambient_11,ambient,R,time_stretch,-5.0,0.999113,0.895625,0.825443,0.844242,0.732272,0.985587,0.849540
ambient_11::time_stretch::+5pct,ambient_11,ambient,R,time_stretch,5.0,0.999240,0.910075,0.823214,0.849994,0.699855,0.984614,0.830112
ambient_11::time_stretch::+10pct,ambient_11,ambient,R,time_stretch,10.0,0.998297,0.871096,0.782966,0.842862,0.689586,0.986202,0.824664
ambient_11::time_stretch::+20pct,ambient_11,ambient,R,time_stretch,20.0,0.997867,0.809079,0.761825,0.836809,0.647786,0.980237,0.796859
ambient_11::lowpass::lp8000,ambient_11,ambient,T,lowpass,8000.0,0.999997,0.453637,0.997642,0.847709,0.997308,0.967760,0.982423
ambient_11::lowpass::lp4000,ambient_11,ambient,T,lowpass,4000.0,0.999875,0.435715,0.837154,0.794298,0.973112,0.853208,0.911190
ambient_11::lowpass::lp2000,ambient_11,ambient,T,lowpass,2000.0,0.994462,0.402551,0.821830,0.675593,0.953621,0.717605,0.827238
ambient_11::distortion::drv4,ambient_11,ambient,T,distortion,4.0,0.999811,0.723192,0.998499,0.810969,0.990309,0.997589,0.993943
ambient_11::distortion::drv12,ambient_11,ambient,T,distortion,12.0,0.997487,0.550873,0.992885,0.778540,0.960351,0.962558,0.961454
ambient_11::distortion::drv32,ambient_11,ambient,T,distortion,32.0,0.992133,0.463777,0.819374,0.735714,0.923695,0.861299,0.891951
ambient_11::style_swap::swap_cross,ambient_11,ambient,S,style_swap,nan,0.914370,0.374194,0.747802,0.731537,0.564257,0.698636,0.627862
ambient_11::style_swap::swap_same,ambient_11,ambient,S,style_swap,nan,0.969948,0.474155,0.729045,0.771585,0.668703,0.702252,0.685273
ambient_12::control::ctrl,ambient_12,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.582125,1.000000,1.000000,1.000000
ambient_12::pitch_shift::-4st,ambient_12,ambient,H,pitch_shift,-4.0,0.982149,0.439230,0.976882,0.464105,0.966108,0.973169,0.969632
ambient_12::pitch_shift::-2st,ambient_12,ambient,H,pitch_shift,-2.0,0.990802,0.554137,0.988544,0.488541,0.973130,0.980890,0.977002
ambient_12::pitch_shift::-1st,ambient_12,ambient,H,pitch_shift,-1.0,0.991962,0.700742,0.978902,0.507780,0.982782,0.980144,0.981462
ambient_12::pitch_shift::+1st,ambient_12,ambient,H,pitch_shift,1.0,0.992449,0.721010,0.996332,0.589633,0.974912,0.973675,0.974293
ambient_12::pitch_shift::+2st,ambient_12,ambient,H,pitch_shift,2.0,0.989630,0.610298,0.996432,0.593072,0.965326,0.956267,0.960786
ambient_12::pitch_shift::+4st,ambient_12,ambient,H,pitch_shift,4.0,0.983221,0.508080,0.989325,0.555993,0.965646,0.951105,0.958348
ambient_12::time_stretch::-20pct,ambient_12,ambient,R,time_stretch,-20.0,0.999359,0.858799,0.958762,0.563059,0.575972,0.939198,0.735494
ambient_12::time_stretch::-10pct,ambient_12,ambient,R,time_stretch,-10.0,0.999430,0.885672,0.962486,0.565227,0.690395,0.970437,0.818526
ambient_12::time_stretch::-5pct,ambient_12,ambient,R,time_stretch,-5.0,0.999331,0.873550,0.959203,0.571292,0.830164,0.984345,0.903973
ambient_12::time_stretch::+5pct,ambient_12,ambient,R,time_stretch,5.0,0.999779,0.831324,0.958804,0.555992,0.853151,0.986773,0.917533
ambient_12::time_stretch::+10pct,ambient_12,ambient,R,time_stretch,10.0,0.999273,0.898511,0.947216,0.596372,0.748011,0.982712,0.857368
ambient_12::time_stretch::+20pct,ambient_12,ambient,R,time_stretch,20.0,0.999050,0.864608,0.971289,0.592276,0.607922,0.967175,0.766790
ambient_12::lowpass::lp8000,ambient_12,ambient,T,lowpass,8000.0,0.999990,0.996663,0.999997,0.568976,0.994937,0.988441,0.991684
ambient_12::lowpass::lp4000,ambient_12,ambient,T,lowpass,4000.0,0.999990,0.619340,0.999946,0.555715,0.995707,0.961380,0.978393
ambient_12::lowpass::lp2000,ambient_12,ambient,T,lowpass,2000.0,0.999640,0.444727,0.999470,0.556086,0.979233,0.893117,0.935184
ambient_12::distortion::drv4,ambient_12,ambient,T,distortion,4.0,0.999194,0.707435,0.992325,0.521410,0.989120,0.986808,0.987963
ambient_12::distortion::drv12,ambient_12,ambient,T,distortion,12.0,0.999000,0.547497,0.989891,0.490702,0.979207,0.954679,0.966865
ambient_12::distortion::drv32,ambient_12,ambient,T,distortion,32.0,0.999091,0.483179,0.988339,0.424497,0.957227,0.880158,0.917884
ambient_12::style_swap::swap_cross,ambient_12,ambient,S,style_swap,nan,0.957063,0.351425,0.957997,0.433010,0.650599,0.654761,0.652677
ambient_12::style_swap::swap_same,ambient_12,ambient,S,style_swap,nan,0.732430,0.441401,0.969138,0.582886,0.570979,0.590286,0.580552
ambient_13::control::ctrl,ambient_13,ambient,control,control,0.0,1.000000,1.000000,1.000000,0.806060,1.000000,1.000000,1.000000
