pair_id,source_id,genre,dim_target,perturbation,magnitude,score_H,score_T,score_R,score_S,score_scs,score_clap_htsat,score_cbase
jazz_06::time_stretch::+5pct,jazz_06,jazz,R,time_stretch,5.0,0.997563,0.953469,0.744180,0.776521,0.766602,0.990029,0.871182
jazz_06::time_stretch::+10pct,jazz_06,jazz,R,time_stretch,10.0,0.996003,0.933763,0.708230,0.750401,0.725257,0.978878,0.842578
jazz_06::time_stretch::+20pct,jazz_06,jazz,R,time_stretch,20.0,0.997230,0.902770,0.649799,0.771037,0.628234,0.976414,0.783209
jazz_06::lowpass::lp8000,jazz_06,jazz,T,lowpass,8000.0,1.000000,0.572906,0.995882,0.785187,0.996029,0.975143,0.985531
jazz_06::lowpass::lp4000,jazz_06,jazz,T,lowpass,4000.0,1.000000,0.549055,0.982300,0.800218,0.985174,0.935526,0.960029
jazz_06::lowpass::lp2000,jazz_06,jazz,T,lowpass,2000.0,0.999995,0.477267,0.972237,0.753982,0.974245,0.892941,0.932708
jazz_06::distortion::drv4,jazz_06,jazz,T,distortion,4.0,0.999972,0.911932,0.999435,0.800232,0.995487,0.996473,0.995980
jazz_06::distortion::drv12,jazz_06,jazz,T,distortion,12.0,0.999497,0.787180,0.996933,0.748239,0.978020,0.962081,0.970018
jazz_06::distortion::drv32,jazz_06,jazz,T,distortion,32.0,0.997570,0.672992,0.988852,0.648524,0.945737,0.831189,0.886615
jazz_06::style_swap::swap_cross,jazz_06,jazz,S,style_swap,nan,0.824651,0.459862,0.640989,0.584680,0.694982,0.747197,0.720617
jazz_06::style_swap::swap_same,jazz_06,jazz,S,style_swap,nan,0.937220,0.413917,0.644435,0.610287,0.578551,0.739559,0.654120
jazz_07::control::ctrl,jazz_07,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.877286,1.000000,1.000000,1.000000
jazz_07::pitch_shift::-4st,jazz_07,jazz,H,pitch_shift,-4.0,0.973532,0.600259,0.982084,0.826771,0.881040,0.975614,0.927122
jazz_07::pitch_shift::-2st,jazz_07,jazz,H,pitch_shift,-2.0,0.977775,0.742799,0.990792,0.848959,0.910910,0.978318,0.944013
jazz_07::pitch_shift::-1st,jazz_07,jazz,H,pitch_shift,-1.0,0.968245,0.837516,0.993857,0.822782,0.924616,0.987213,0.955402
jazz_07::pitch_shift::+1st,jazz_07,jazz,H,pitch_shift,1.0,0.963216,0.822480,0.992155,0.810565,0.923467,0.989352,0.955842
jazz_07::pitch_shift::+2st,jazz_07,jazz,H,pitch_shift,2.0,0.979150,0.723557,0.989542,0.839610,0.905505,0.983598,0.943744
jazz_07::pitch_shift::+4st,jazz_07,jazz,H,pitch_shift,4.0,0.967627,0.617396,0.981157,0.778552,0.873579,0.974346,0.922587
jazz_07::time_stretch::-20pct,jazz_07,jazz,R,time_stretch,-20.0,0.999051,0.836686,0.631958,0.882288,0.621029,0.968802,0.775664
jazz_07::time_stretch::-10pct,jazz_07,jazz,R,time_stretch,-10.0,0.999168,0.870477,0.697524,0.873558,0.684713,0.975365,0.817218
jazz_07::time_stretch::-5pct,jazz_07,jazz,R,time_stretch,-5.0,0.999601,0.909591,0.763236,0.892067,0.672230,0.985944,0.814114
jazz_07::time_stretch::+5pct,jazz_07,jazz,R,time_stretch,5.0,0.999269,0.928559,0.777920,0.891696,0.696221,0.989351,0.829944
jazz_07::time_stretch::+10pct,jazz_07,jazz,R,time_stretch,10.0,0.999098,0.907439,0.716122,0.890319,0.662907,0.977577,0.805011
jazz_07::time_stretch::+20pct,jazz_07,jazz,R,time_stretch,20.0,0.999383,0.894195,0.662876,0.885944,0.610668,0.972008,0.770437
jazz_07::lowpass::lp8000,jazz_07,jazz,T,lowpass,8000.0,0.999980,0.495395,0.779294,0.875401,0.996285,0.974388,0.985276
jazz_07::lowpass::lp4000,jazz_07,jazz,T,lowpass,4000.0,0.999996,0.466442,0.764293,0.779408,0.984454,0.938206,0.961052
jazz_07::lowpass::lp2000,jazz_07,jazz,T,lowpass,2000.0,0.999994,0.443111,0.747705,0.723449,0.974911,0.872496,0.922283
jazz_07::distortion::drv4,jazz_07,jazz,T,distortion,4.0,0.999955,0.831466,0.783638,0.837866,0.965156,0.963589,0.964372
jazz_07::distortion::drv12,jazz_07,jazz,T,distortion,12.0,0.999672,0.672901,0.766822,0.690822,0.902810,0.850264,0.876143
jazz_07::distortion::drv32,jazz_07,jazz,T,distortion,32.0,0.997720,0.591190,0.745969,0.570926,0.874735,0.774592,0.823142
jazz_07::style_swap::swap_cross,jazz_07,jazz,S,style_swap,nan,0.974894,0.421153,0.624288,0.476909,0.567550,0.595093,0.581158
jazz_07::style_swap::swap_same,jazz_07,jazz,S,style_swap,nan,0.979577,0.567352,0.684561,0.818358,0.578659,0.794742,0.678148
jazz_08::control::ctrl,jazz_08,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.844803,1.000000,1.000000,1.000000
jazz_08::pitch_shift::-4st,jazz_08,jazz,H,pitch_shift,-4.0,0.897363,0.598976,0.989415,0.839461,0.934400,0.969186,0.951634
jazz_08::pitch_shift::-2st,jazz_08,jazz,H,pitch_shift,-2.0,0.879133,0.722150,0.975681,0.850699,0.946492,0.979194,0.962704
jazz_08::pitch_shift::-1st,jazz_08,jazz,H,pitch_shift,-1.0,0.904515,0.839311,0.997265,0.849194,0.952006,0.985412,0.968565
jazz_08::pitch_shift::+1st,jazz_08,jazz,H,pitch_shift,1.0,0.909468,0.838389,0.996369,0.821205,0.933912,0.990091,0.961591
jazz_08::pitch_shift::+2st,jazz_08,jazz,H,pitch_shift,2.0,0.886784,0.733424,0.972280,0.812111,0.949024,0.985347,0.967015
jazz_08::pitch_shift::+4st,jazz_08,jazz,H,pitch_shift,4.0,0.895977,0.625187,0.965739,0.779459,0.922106,0.981228,0.951208
jazz_08::time_stretch::-20pct,jazz_08,jazz,R,time_stretch,-20.0,0.991033,0.836398,0.756731,0.842342,0.564656,0.985333,0.745905
jazz_08::time_stretch::-10pct,jazz_08,jazz,R,time_stretch,-10.0,0.995224,0.911014,0.814616,0.857538,0.663712,0.987524,0.809587
jazz_08::time_stretch::-5pct,jazz_08,jazz,R,time_stretch,-5.0,0.996159,0.938048,0.836894,0.856010,0.691709,0.990944,0.827916
jazz_08::time_stretch::+5pct,jazz_08,jazz,R,time_stretch,5.0,0.994407,0.953706,0.833367,0.838798,0.696176,0.992226,0.831122
jazz_08::time_stretch::+10pct,jazz_08,jazz,R,time_stretch,10.0,0.991435,0.935007,0.795431,0.841919,0.668108,0.988435,0.812639
jazz_08::time_stretch::+20pct,jazz_08,jazz,R,time_stretch,20.0,0.987513,0.903148,0.762393,0.828620,0.619202,0.984242,0.780669
jazz_08::lowpass::lp8000,jazz_08,jazz,T,lowpass,8000.0,1.000000,0.652147,0.998615,0.852196,0.995945,0.975353,0.985595
jazz_08::lowpass::lp4000,jazz_08,jazz,T,lowpass,4000.0,1.000000,0.590164,0.972762,0.820080,0.984720,0.947080,0.965717
jazz_08::lowpass::lp2000,jazz_08,jazz,T,lowpass,2000.0,0.999983,0.544811,0.833876,0.804770,0.968426,0.869424,0.917591
jazz_08::distortion::drv4,jazz_08,jazz,T,distortion,4.0,0.999986,0.941801,0.999773,0.850990,0.995591,0.997262,0.996426
jazz_08::distortion::drv12,jazz_08,jazz,T,distortion,12.0,0.999778,0.778938,0.997141,0.822618,0.956589,0.930323,0.943365
jazz_08::distortion::drv32,jazz_08,jazz,T,distortion,32.0,0.998000,0.650928,0.991095,0.705146,0.896315,0.745622,0.817503
jazz_08::style_swap::swap_cross,jazz_08,jazz,S,style_swap,nan,0.933218,0.452913,0.754467,0.643891,0.685684,0.729014,0.707017
jazz_08::style_swap::swap_same,jazz_08,jazz,S,style_swap,nan,0.894906,0.483703,0.749487,0.755327,0.532240,0.750273,0.631922
jazz_09::control::ctrl,jazz_09,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.753220,1.000000,1.000000,1.000000
jazz_09::pitch_shift::-4st,jazz_09,jazz,H,pitch_shift,-4.0,0.993550,0.520189,0.994295,0.669297,0.855547,0.979385,0.915374
jazz_09::pitch_shift::-2st,jazz_09,jazz,H,pitch_shift,-2.0,0.993295,0.668179,0.995548,0.654154,0.894208,0.991082,0.941400
jazz_09::pitch_shift::-1st,jazz_09,jazz,H,pitch_shift,-1.0,0.994325,0.797147,0.996291,0.708389,0.932302,0.994511,0.962904
jazz_09::pitch_shift::+1st,jazz_09,jazz,H,pitch_shift,1.0,0.995296,0.873630,0.986764,0.717206,0.932999,0.991356,0.961735
jazz_09::pitch_shift::+2st,jazz_09,jazz,H,pitch_shift,2.0,0.992981,0.778679,0.985836,0.684620,0.902101,0.986707,0.943456
jazz_09::pitch_shift::+4st,jazz_09,jazz,H,pitch_shift,4.0,0.993681,0.680095,0.993501,0.695860,0.870191,0.985410,0.926010
jazz_09::time_stretch::-20pct,jazz_09,jazz,R,time_stretch,-20.0,0.999820,0.874245,0.929123,0.723033,0.524724,0.986915,0.719624
jazz_09::time_stretch::-10pct,jazz_09,jazz,R,time_stretch,-10.0,0.999762,0.886338,0.925168,0.716772,0.509134,0.986694,0.708773
jazz_09::time_stretch::-5pct,jazz_09,jazz,R,time_stretch,-5.0,0.999676,0.937200,0.936289,0.720375,0.513405,0.987562,0.712053
jazz_09::time_stretch::+5pct,jazz_09,jazz,R,time_stretch,5.0,0.999825,0.907091,0.942912,0.719434,0.522318,0.991133,0.719504
jazz_09::time_stretch::+10pct,jazz_09,jazz,R,time_stretch,10.0,0.999663,0.884010,0.932196,0.710321,0.530316,0.990512,0.724765
jazz_09::time_stretch::+20pct,jazz_09,jazz,R,time_stretch,20.0,0.999407,0.893063,0.924240,0.716772,0.518266,0.988787,0.715860
jazz_09::lowpass::lp8000,jazz_09,jazz,T,lowpass,8000.0,1.000000,0.394304,0.991235,0.753181,0.968500,0.962766,0.965629
jazz_09::lowpass::lp4000,jazz_09,jazz,T,lowpass,4000.0,0.999786,0.401189,0.985243,0.704597,0.930514,0.960364,0.945321
jazz_09::lowpass::lp2000,jazz_09,jazz,T,lowpass,2000.0,0.999513,0.369264,0.983943,0.651480,0.928361,0.856731,0.891827
jazz_09::distortion::drv4,jazz_09,jazz,T,distortion,4.0,0.999959,0.945588,0.999863,0.739988,0.998987,0.999651,0.999319
jazz_09::distortion::drv12,jazz_09,jazz,T,distortion,12.0,0.999751,0.626861,0.989583,0.691262,0.957977,0.983019,0.970417
jazz_09::distortion::drv32,jazz_09,jazz,T,distortion,32.0,0.999888,0.458302,0.984396,0.640767,0.922590,0.960812,0.941507
jazz_09::style_swap::swap_cross,jazz_09,jazz,S,style_swap,nan,0.952617,0.472839,0.906479,0.609758,0.504791,0.805307,0.637583
jazz_09::style_swap::swap_same,jazz_09,jazz,S,style_swap,nan,0.973991,0.516828,0.950124,0.611811,0.531453,0.775063,0.641802
jazz_10::control::ctrl,jazz_10,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.860866,1.000000,1.000000,1.000000
jazz_10::pitch_shift::-4st,jazz_10,jazz,H,pitch_shift,-4.0,0.991657,0.604271,0.988564,0.874829,0.875967,0.958076,0.916102
jazz_10::pitch_shift::-2st,jazz_10,jazz,H,pitch_shift,-2.0,0.994534,0.788766,0.994366,0.865171,0.901989,0.980627,0.940486
jazz_10::pitch_shift::-1st,jazz_10,jazz,H,pitch_shift,-1.0,0.993905,0.890445,0.996235,0.865165,0.917647,0.986118,0.951267
jazz_10::pitch_shift::+1st,jazz_10,jazz,H,pitch_shift,1.0,0.994377,0.918836,0.994780,0.861068,0.919833,0.986482,0.952575
jazz_10::pitch_shift::+2st,jazz_10,jazz,H,pitch_shift,2.0,0.990313,0.860729,0.992269,0.875253,0.916232,0.984235,0.949625
jazz_10::pitch_shift::+4st,jazz_10,jazz,H,pitch_shift,4.0,0.979473,0.780618,0.983655,0.851311,0.884664,0.978635,0.930464
jazz_10::time_stretch::-20pct,jazz_10,jazz,R,time_stretch,-20.0,0.998646,0.895980,0.699537,0.834058,0.512393,0.981524,0.709173
jazz_10::time_stretch::-10pct,jazz_10,jazz,R,time_stretch,-10.0,0.999014,0.914011,0.747906,0.856854,0.579565,0.992311,0.758359
jazz_10::time_stretch::-5pct,jazz_10,jazz,R,time_stretch,-5.0,0.999160,0.941124,0.789484,0.853740,0.531583,0.991203,0.725884
jazz_10::time_stretch::+5pct,jazz_10,jazz,R,time_stretch,5.0,0.999455,0.947034,0.786308,0.858958,0.553534,0.993350,0.741521
jazz_10::time_stretch::+10pct,jazz_10,jazz,R,time_stretch,10.0,0.998965,0.930542,0.764757,0.858152,0.592412,0.994276,0.767477
jazz_10::time_stretch::+20pct,jazz_10,jazz,R,time_stretch,20.0,0.998483,0.921300,0.702560,0.862557,0.507366,0.990627,0.708950
jazz_10::lowpass::lp8000,jazz_10,jazz,T,lowpass,8000.0,0.999996,0.475037,0.994423,0.863805,0.998393,0.983304,0.990820
jazz_10::lowpass::lp4000,jazz_10,jazz,T,lowpass,4000.0,0.999996,0.465638,0.986251,0.821676,0.987453,0.945529,0.966264
jazz_10::lowpass::lp2000,jazz_10,jazz,T,lowpass,2000.0,0.999998,0.445786,0.981971,0.781683,0.979515,0.880640,0.928763
jazz_10::distortion::drv4,jazz_10,jazz,T,distortion,4.0,0.999712,0.871568,0.993246,0.854154,0.971910,0.987090,0.979471
jazz_10::distortion::drv12,jazz_10,jazz,T,distortion,12.0,0.998882,0.708573,0.949376,0.797292,0.921533,0.848815,0.884427
jazz_10::distortion::drv32,jazz_10,jazz,T,distortion,32.0,0.998055,0.590036,0.947198,0.726889,0.887992,0.741875,0.811652
jazz_10::style_swap::swap_cross,jazz_10,jazz,S,style_swap,nan,0.924891,0.411552,0.674367,0.536714,0.553449,0.722875,0.632514
jazz_10::style_swap::swap_same,jazz_10,jazz,S,style_swap,nan,0.976866,0.544370,0.789484,0.755721,0.555007,0.850780,0.687160
jazz_11::control::ctrl,jazz_11,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.869773,1.000000,1.000000,1.000000
jazz_11::pitch_shift::-4st,jazz_11,jazz,H,pitch_shift,-4.0,0.947010,0.524735,0.990831,0.749957,0.946323,0.972175,0.959162
jazz_11::pitch_shift::-2st,jazz_11,jazz,H,pitch_shift,-2.0,0.973869,0.687392,0.995139,0.830234,0.951319,0.984633,0.967833
jazz_11::pitch_shift::-1st,jazz_11,jazz,H,pitch_shift,-1.0,0.956330,0.823001,0.996614,0.848596,0.963755,0.985450,0.974542
jazz_11::pitch_shift::+1st,jazz_11,jazz,H,pitch_shift,1.0,0.961928,0.874637,0.994816,0.848028,0.965869,0.993857,0.979763
jazz_11::pitch_shift::+2st,jazz_11,jazz,H,pitch_shift,2.0,0.971311,0.774948,0.992128,0.843193,0.948041,0.990216,0.968899
jazz_11::pitch_shift::+4st,jazz_11,jazz,H,pitch_shift,4.0,0.943940,0.677091,0.983693,0.817280,0.929958,0.984875,0.957023
jazz_11::time_stretch::-20pct,jazz_11,jazz,R,time_stretch,-20.0,0.998419,0.875932,0.618564,0.859247,0.558984,0.985956,0.742384
jazz_11::time_stretch::-10pct,jazz_11,jazz,R,time_stretch,-10.0,0.998811,0.894795,0.694855,0.875190,0.555754,0.986234,0.740340
jazz_11::time_stretch::-5pct,jazz_11,jazz,R,time_stretch,-5.0,0.998882,0.927346,0.735558,0.868148,0.645259,0.989512,0.799057
jazz_11::time_stretch::+5pct,jazz_11,jazz,R,time_stretch,5.0,0.999259,0.936869,0.755578,0.862748,0.636543,0.990604,0.794079
jazz_11::time_stretch::+10pct,jazz_11,jazz,R,time_stretch,10.0,0.998295,0.920745,0.698561,0.865939,0.566465,0.990092,0.748901
jazz_11::time_stretch::+20pct,jazz_11,jazz,R,time_stretch,20.0,0.996292,0.877148,0.646875,0.846973,0.560070,0.986953,0.743480
jazz_11::lowpass::lp8000,jazz_11,jazz,T,lowpass,8000.0,1.000000,0.457968,0.993689,0.879257,0.998217,0.979572,0.988851
jazz_11::lowpass::lp4000,jazz_11,jazz,T,lowpass,4000.0,1.000000,0.451550,0.979650,0.813058,0.988895,0.960046,0.974364
jazz_11::lowpass::lp2000,jazz_11,jazz,T,lowpass,2000.0,0.999991,0.440528,0.959965,0.791932,0.983167,0.936065,0.959327
jazz_11::distortion::drv4,jazz_11,jazz,T,distortion,4.0,0.999738,0.654194,0.988778,0.824373,0.932710,0.959629,0.946074
jazz_11::distortion::drv12,jazz_11,jazz,T,distortion,12.0,0.998933,0.520993,0.972787,0.745876,0.888195,0.885027,0.886609
jazz_11::distortion::drv32,jazz_11,jazz,T,distortion,32.0,0.998474,0.460108,0.949900,0.703186,0.879669,0.828498,0.853700
jazz_11::style_swap::swap_cross,jazz_11,jazz,S,style_swap,nan,0.957214,0.528654,0.786424,0.646518,0.533588,0.770881,0.641352
jazz_11::style_swap::swap_same,jazz_11,jazz,S,style_swap,nan,0.978943,0.571892,0.644919,0.826714,0.529946,0.920143,0.698302
jazz_12::control::ctrl,jazz_12,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.858757,1.000000,1.000000,1.000000
jazz_12::pitch_shift::-4st,jazz_12,jazz,H,pitch_shift,-4.0,0.930882,0.556420,0.983869,0.815317,0.916118,0.974683,0.944947
jazz_12::pitch_shift::-2st,jazz_12,jazz,H,pitch_shift,-2.0,0.952690,0.698191,0.991786,0.850214,0.945271,0.982627,0.963768
jazz_12::pitch_shift::-1st,jazz_12,jazz,H,pitch_shift,-1.0,0.957054,0.823344,0.995232,0.832644,0.963442,0.989512,0.976390
jazz_12::pitch_shift::+1st,jazz_12,jazz,H,pitch_shift,1.0,0.957070,0.833236,0.992915,0.827703,0.958785,0.991159,0.974838
jazz_12::pitch_shift::+2st,jazz_12,jazz,H,pitch_shift,2.0,0.943552,0.728528,0.985914,0.844091,0.953722,0.981442,0.967483
jazz_12::pitch_shift::+4st,jazz_12,jazz,H,pitch_shift,4.0,0.927646,0.639408,0.969479,0.816332,0.931863,0.976804,0.954069
jazz_12::time_stretch::-20pct,jazz_12,jazz,R,time_stretch,-20.0,0.990616,0.753734,0.435620,0.845612,0.604056,0.974987,0.767429
jazz_12::time_stretch::-10pct,jazz_12,jazz,R,time_stretch,-10.0,0.993334,0.889527,0.563129,0.851531,0.678870,0.983788,0.817230
jazz_12::time_stretch::-5pct,jazz_12,jazz,R,time_stretch,-5.0,0.988644,0.932100,0.619823,0.851316,0.711945,0.987992,0.838687
jazz_12::time_stretch::+5pct,jazz_12,jazz,R,time_stretch,5.0,0.995547,0.937045,0.614296,0.851895,0.737102,0.990598,0.854501
jazz_12::time_stretch::+10pct,jazz_12,jazz,R,time_stretch,10.0,0.994645,0.906825,0.524673,0.859318,0.672335,0.990381,0.816007
jazz_12::time_stretch::+20pct,jazz_12,jazz,R,time_stretch,20.0,0.993523,0.846594,0.451194,0.839586,0.615150,0.983129,0.777671
jazz_12::lowpass::lp8000,jazz_12,jazz,T,lowpass,8000.0,0.999807,0.517995,0.996044,0.856904,0.985446,0.976977,0.981203
jazz_12::lowpass::lp4000,jazz_12,jazz,T,lowpass,4000.0,0.999978,0.490035,0.983789,0.764088,0.980164,0.948757,0.964333
jazz_12::lowpass::lp2000,jazz_12,jazz,T,lowpass,2000.0,0.998510,0.474518,0.620515,0.739977,0.974728,0.898507,0.935842
jazz_12::distortion::drv4,jazz_12,jazz,T,distortion,4.0,0.999785,0.795270,0.994876,0.832114,0.963192,0.968475,0.965830
jazz_12::distortion::drv12,jazz_12,jazz,T,distortion,12.0,0.995536,0.640309,0.978926,0.705058,0.907352,0.817733,0.861378
jazz_12::distortion::drv32,jazz_12,jazz,T,distortion,32.0,0.995451,0.555792,0.950169,0.578775,0.872488,0.718749,0.791896
jazz_12::style_swap::swap_cross,jazz_12,jazz,S,style_swap,nan,0.906809,0.485037,0.395582,0.558876,0.610271,0.688774,0.648335
jazz_12::style_swap::swap_same,jazz_12,jazz,S,style_swap,nan,0.968208,0.469720,0.467118,0.522573,0.532064,0.642243,0.584563
jazz_13::control::ctrl,jazz_13,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.913895,1.000000,1.000000,1.000000
jazz_13::pitch_shift::-4st,jazz_13,jazz,H,pitch_shift,-4.0,0.857639,0.628435,0.990805,0.864783,0.916655,0.949761,0.933061
jazz_13::pitch_shift::-2st,jazz_13,jazz,H,pitch_shift,-2.0,0.919095,0.767321,0.994042,0.899468,0.963664,0.971728,0.967687
jazz_13::pitch_shift::-1st,jazz_13,jazz,H,pitch_shift,-1.0,0.969700,0.870911,0.996068,0.889855,0.975807,0.995641,0.985674
jazz_13::pitch_shift::+1st,jazz_13,jazz,H,pitch_shift,1.0,0.965989,0.889320,0.992757,0.902497,0.976296,0.996499,0.986346
jazz_13::pitch_shift::+2st,jazz_13,jazz,H,pitch_shift,2.0,0.907929,0.813636,0.986196,0.911959,0.953739,0.984422,0.968959
jazz_13::pitch_shift::+4st,jazz_13,jazz,H,pitch_shift,4.0,0.840756,0.704576,0.978256,0.902636,0.935655,0.981672,0.958387
jazz_13::time_stretch::-20pct,jazz_13,jazz,R,time_stretch,-20.0,0.998213,0.849413,0.556658,0.876176,0.569088,0.989511,0.750412
jazz_13::time_stretch::-10pct,jazz_13,jazz,R,time_stretch,-10.0,0.999192,0.880859,0.623757,0.883316,0.621452,0.995522,0.786555
jazz_13::time_stretch::-5pct,jazz_13,jazz,R,time_stretch,-5.0,0.998923,0.926820,0.719010,0.892187,0.657295,0.993767,0.808207
jazz_13::time_stretch::+5pct,jazz_13,jazz,R,time_stretch,5.0,0.998940,0.925831,0.684768,0.896514,0.676495,0.992489,0.819398
jazz_13::time_stretch::+10pct,jazz_13,jazz,R,time_stretch,10.0,0.997729,0.900051,0.632258,0.903019,0.612870,0.988994,0.778540
jazz_13::time_stretch::+20pct,jazz_13,jazz,R,time_stretch,20.0,0.995096,0.872329,0.568477,0.903825,0.572894,0.975167,0.747441
jazz_13::lowpass::lp8000,jazz_13,jazz,T,lowpass,8000.0,1.000000,0.614482,0.997159,0.920144,0.982164,0.971374,0.976754
jazz_13::lowpass::lp4000,jazz_13,jazz,T,lowpass,4000.0,1.000000,0.541464,0.990086,0.887335,0.978904,0.921454,0.949745
jazz_13::lowpass::lp2000,jazz_13,jazz,T,lowpass,2000.0,0.999995,0.474856,0.939470,0.850626,0.970015,0.880321,0.924081
jazz_13::distortion::drv4,jazz_13,jazz,T,distortion,4.0,0.999466,0.794882,0.994470,0.918160,0.954703,0.980868,0.967697
jazz_13::distortion::drv12,jazz_13,jazz,T,distortion,12.0,0.995084,0.653928,0.978025,0.763696,0.895348,0.855718,0.875309
jazz_13::distortion::drv32,jazz_13,jazz,T,distortion,32.0,0.991993,0.567285,0.955914,0.564704,0.861926,0.750914,0.804507
jazz_13::style_swap::swap_cross,jazz_13,jazz,S,style_swap,nan,0.808750,0.501906,0.514837,0.585862,0.535536,0.678443,0.602769
jazz_13::style_swap::swap_same,jazz_13,jazz,S,style_swap,nan,0.930396,0.449679,0.595873,0.518592,0.516777,0.780052,0.634912
jazz_14::control::ctrl,jazz_14,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.851425,1.000000,1.000000,1.000000
jazz_14::pitch_shift::-4st,jazz_14,jazz,H,pitch_shift,-4.0,0.934206,0.590761,0.964260,0.786143,0.892635,0.976060,0.933416
jazz_14::pitch_shift::-2st,jazz_14,jazz,H,pitch_shift,-2.0,0.937177,0.695728,0.971471,0.805457,0.937123,0.986059,0.961280
jazz_14::pitch_shift::-1st,jazz_14,jazz,H,pitch_shift,-1.0,0.962807,0.821226,0.998011,0.792512,0.949128,0.994230,0.971417
jazz_14::pitch_shift::+1st,jazz_14,jazz,H,pitch_shift,1.0,0.966213,0.802676,0.971793,0.825113,0.932066,0.989056,0.960138
jazz_14::pitch_shift::+2st,jazz_14,jazz,H,pitch_shift,2.0,0.949163,0.698707,0.968441,0.812437,0.935011,0.978761,0.956636
jazz_14::pitch_shift::+4st,jazz_14,jazz,H,pitch_shift,4.0,0.932821,0.586226,0.957447,0.787879,0.915997,0.961492,0.938469
jazz_14::time_stretch::-20pct,jazz_14,jazz,R,time_stretch,-20.0,0.998080,0.858659,0.727825,0.852864,0.567841,0.981782,0.746656
jazz_14::time_stretch::-10pct,jazz_14,jazz,R,time_stretch,-10.0,0.998977,0.890882,0.779535,0.842808,0.624740,0.990307,0.786565
jazz_14::time_stretch::-5pct,jazz_14,jazz,R,time_stretch,-5.0,0.997320,0.933183,0.818322,0.856533,0.646895,0.979068,0.795836
jazz_14::time_stretch::+5pct,jazz_14,jazz,R,time_stretch,5.0,0.998140,0.948291,0.719260,0.844261,0.614687,0.994075,0.781694
jazz_14::time_stretch::+10pct,jazz_14,jazz,R,time_stretch,10.0,0.998617,0.928067,0.722274,0.818617,0.560333,0.984768,0.742831
jazz_14::time_stretch::+20pct,jazz_14,jazz,R,time_stretch,20.0,0.998981,0.914060,0.744737,0.853333,0.576910,0.984514,0.753642
jazz_14::lowpass::lp8000,jazz_14,jazz,T,lowpass,8000.0,0.999982,0.686754,0.998291,0.861497,0.991862,0.975213,0.983502
jazz_14::lowpass::lp4000,jazz_14,jazz,T,lowpass,4000.0,0.999909,0.527779,0.992664,0.835214,0.982867,0.938552,0.960454
jazz_14::lowpass::lp2000,jazz_14,jazz,T,lowpass,2000.0,0.999956,0.452628,0.986559,0.773591,0.973141,0.892210,0.931798
jazz_14::distortion::drv4,jazz_14,jazz,T,distortion,4.0,0.999705,0.712523,0.969466,0.832152,0.943063,0.984165,0.963395
jazz_14::distortion::drv12,jazz_14,jazz,T,distortion,12.0,0.998455,0.571102,0.955522,0.695957,0.886010,0.826556,0.855767
jazz_14::distortion::drv32,jazz_14,jazz,T,distortion,32.0,0.996809,0.513077,0.961260,0.597771,0.871890,0.708244,0.785819
jazz_14::style_swap::swap_cross,jazz_14,jazz,S,style_swap,nan,0.920173,0.460066,0.773477,0.508909,0.578639,0.730080,0.649963
jazz_14::style_swap::swap_same,jazz_14,jazz,S,style_swap,nan,0.961866,0.467382,0.815302,0.771601,0.529541,0.907771,0.693326
jazz_15::control::ctrl,jazz_15,jazz,control,control,0.0,1.000000,1.000000,1.000000,0.729589,1.000000,1.000000,1.000000
jazz_15::pitch_shift::-4st,jazz_15,jazz,H,pitch_shift,-4.0,0.820676,0.550637,0.993349,0.607311,0.910375,0.971816,0.940594
jazz_15::pitch_shift::-2st,jazz_15,jazz,H,pitch_shift,-2.0,0.909637,0.659955,0.994246,0.650093,0.936321,0.971473,0.953735
jazz_15::pitch_shift::-1st,jazz_15,jazz,H,pitch_shift,-1.0,0.786078,0.766376,0.995705,0.678302,0.964868,0.988554,0.976639
jazz_15::pitch_shift::+1st,jazz_15,jazz,H,pitch_shift,1.0,0.777963,0.776825,0.996535,0.688846,0.965516,0.992476,0.978903
jazz_15::pitch_shift::+2st,jazz_15,jazz,H,pitch_shift,2.0,0.892901,0.682280,0.995125,0.678302,0.943615,0.990712,0.966877
jazz_15::pitch_shift::+4st,jazz_15,jazz,H,pitch_shift,4.0,0.795438,0.551517,0.992737,0.654349,0.930924,0.992037,0.960995
jazz_15::time_stretch::-20pct,jazz_15,jazz,R,time_stretch,-20.0,0.997852,0.754360,0.754556,0.701322,0.572957,0.986854,0.751948
jazz_15::time_stretch::-10pct,jazz_15,jazz,R,time_stretch,-10.0,0.997548,0.847138,0.805239,0.717332,0.629784,0.992898,0.790766
jazz_15::time_stretch::-5pct,jazz_15,jazz,R,time_stretch,-5.0,0.998991,0.878337,0.844973,0.741501,0.659562,0.990839,0.808406
jazz_15::time_stretch::+5pct,jazz_15,jazz,R,time_stretch,5.0,0.999382,0.869278,0.846910,0.687330,0.652847,0.987806,0.803048
