pair_id,musecp_key,musecp_chroma_mean,musecp_chroma_dtw,musecp_bpm,musecp_beat_f,musecp_beat_ig,musecp_struct_f,musecp_ari,musecp_contour,musecp_motif,musecp_mfcc_skl,musecp_mfcc_cos,musecp_mean12,musecp_mean10
jazz_04::shuffle::shuf_bar,1.000000,0.999333,0.901558,1.000000,0.000000,0.454615,0.984676,0.911981,0.361520,0.000000,0.946232,0.999990,0.690705,0.634258
jazz_04::shuffle::shuf_beat,1.000000,0.991043,0.927422,0.451549,0.266667,0.379954,0.649318,0.157673,0.371749,0.000000,0.821500,0.999899,0.529697,0.453632
jazz_04::reverse::rev,1.000000,0.999979,0.902274,1.000000,0.000000,0.618027,0.944751,0.543661,0.430004,0.000000,0.736994,0.999997,0.656551,0.614315
jazz_04::displacement::disp_near,0.833333,0.928233,0.898355,0.000048,0.000000,0.000000,0.912033,0.000000,0.259858,0.000000,0.545880,0.995340,0.405351,0.334099
jazz_04::displacement::disp_far,0.833333,0.850780,0.763845,0.009308,0.000000,0.000000,0.971884,0.635547,0.267688,0.000000,0.126427,0.922678,0.376430,0.372827
jazz_05::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_05::shuffle::shuf_beat,0.333333,0.999519,0.885864,1.000000,0.461538,0.579728,0.965378,0.875713,0.387172,0.000000,0.898965,0.999583,0.674202,0.619383
jazz_05::shuffle::shuf_bar,1.000000,0.999894,0.868888,1.000000,0.181818,0.517511,0.919948,0.683178,0.320415,0.000000,0.904459,0.999756,0.668097,0.611431
jazz_05::reverse::rev,0.333333,0.999655,0.839533,0.201898,0.000000,0.517511,0.968823,0.632170,0.350484,0.000000,0.754132,0.999958,0.522365,0.451584
jazz_05::displacement::disp_near,0.000000,0.748335,0.427069,0.018964,0.400000,0.517511,1.000000,1.000000,0.286073,0.125000,0.214408,0.952472,0.385648,0.362228
jazz_05::displacement::disp_far,0.000000,0.874302,0.683521,0.201898,0.000000,0.579728,0.828762,0.000000,0.332787,0.000000,0.321508,0.950485,0.320160,0.273725
jazz_06::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_06::shuffle::shuf_beat,1.000000,0.998978,0.905164,1.000000,0.000000,0.517511,0.956355,0.715561,0.396102,0.090909,0.870061,0.999951,0.679792,0.628840
jazz_06::reverse::rev,1.000000,0.999978,0.873098,1.000000,0.000000,0.579728,0.959560,0.531839,0.302023,0.363636,0.719665,0.999986,0.666153,0.627585
jazz_06::shuffle::shuf_bar,1.000000,0.999759,0.952816,1.000000,0.181818,0.641267,0.985431,0.889015,0.572614,0.363636,0.925055,0.999984,0.777933,0.741064
jazz_06::displacement::disp_near,0.500000,0.996123,0.945983,1.000000,0.000000,0.641267,0.972322,0.716515,0.591218,0.818182,0.687197,0.995516,0.721110,0.698721
jazz_06::displacement::disp_far,0.500000,0.951064,0.870351,1.000000,1.000000,0.579728,1.000000,1.000000,0.289667,0.181818,0.537413,0.983126,0.706105,0.701107
jazz_07::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_07::shuffle::shuf_beat,0.833333,0.999819,0.974685,1.000000,0.750000,0.641267,0.938900,0.702168,0.426896,0.066667,0.918301,0.999990,0.749051,0.707083
jazz_07::shuffle::shuf_bar,1.000000,0.999932,0.967407,1.000000,0.000000,0.517511,0.967809,0.856357,0.502001,0.200000,0.975989,0.999997,0.731427,0.680128
jazz_07::reverse::rev,0.833333,0.999941,0.954509,0.050716,0.222222,0.579728,0.938900,0.702168,0.262815,0.133333,0.867038,0.999995,0.601602,0.535297
jazz_07::displacement::disp_near,1.000000,0.995913,0.963431,1.000000,0.571429,0.704163,1.000000,1.000000,0.325374,0.000000,0.698849,0.994675,0.750015,0.732597
jazz_07::displacement::disp_far,0.833333,0.992310,0.961001,1.000000,0.000000,0.641267,0.938900,0.702168,0.333315,0.000000,0.590369,0.989897,0.636393,0.609215
jazz_08::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_08::shuffle::shuf_beat,1.000000,0.999572,0.897935,1.000000,0.250000,0.626695,1.000000,1.000000,0.420700,0.111111,0.914945,0.999993,0.748657,0.706946
jazz_08::shuffle::shuf_bar,1.000000,0.999800,0.913211,1.000000,0.461538,0.449804,0.918078,0.798509,0.401820,0.666667,0.969870,0.999997,0.770787,0.727976
jazz_08::reverse::rev,1.000000,0.999989,0.738463,1.000000,0.461538,0.408326,0.961440,0.783374,0.241764,0.444444,0.766825,0.999991,0.698228,0.661330
jazz_08::displacement::disp_near,0.833333,0.935641,0.762258,1.000000,0.500000,0.626695,0.944867,0.605662,0.255842,0.000000,0.460571,0.973639,0.607412,0.594484
jazz_08::displacement::disp_far,0.833333,0.859675,0.727526,1.000000,0.000000,0.626695,0.979831,0.905397,0.268690,0.000000,0.491516,0.986454,0.585776,0.559897
jazz_09::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_09::shuffle::shuf_beat,1.000000,0.999843,0.988949,0.131776,0.153846,0.440043,0.986505,0.782855,0.282505,0.000000,0.942516,0.999982,0.622077,0.552282
jazz_09::shuffle::shuf_bar,1.000000,0.999925,0.986260,0.011875,0.181818,0.440043,1.000000,1.000000,0.334025,0.000000,0.974048,0.999997,0.642888,0.574077
jazz_09::reverse::rev,1.000000,0.999813,0.982878,0.386743,0.823529,0.615717,0.973702,0.477001,0.298140,0.200000,0.808316,0.999997,0.692297,0.650036
jazz_09::displacement::disp_near,0.166667,0.995622,0.982612,0.386743,0.823529,0.506938,0.972322,0.716515,0.285835,0.000000,0.716807,0.996130,0.605552,0.556809
jazz_09::displacement::disp_far,0.333333,0.984749,0.982875,0.102286,0.000000,0.486706,0.985129,0.837358,0.263684,0.000000,0.564427,0.987819,0.517485,0.470028
jazz_10::shuffle::shuf_beat,0.666667,0.999652,0.950377,0.650077,0.000000,0.626695,0.985057,0.902341,0.338345,0.000000,0.939745,0.999963,0.650711,0.586929
jazz_10::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_10::shuffle::shuf_bar,1.000000,0.999935,0.947649,0.650077,0.000000,0.626695,1.000000,1.000000,0.449642,0.000000,0.985927,0.999995,0.705053,0.647481
jazz_10::reverse::rev,1.000000,0.999999,0.932456,1.000000,0.000000,0.704163,1.000000,1.000000,0.343168,0.166667,0.814856,0.999993,0.726647,0.690601
jazz_10::displacement::disp_near,0.500000,0.997196,0.947700,0.650077,0.000000,0.626695,1.000000,1.000000,0.320793,0.333333,0.784929,0.997410,0.658797,0.613301
jazz_10::displacement::disp_far,1.000000,0.985502,0.914046,1.000000,0.666667,0.720021,0.946140,0.452769,0.332612,0.000000,0.675630,0.995898,0.694661,0.667981
jazz_11::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_11::shuffle::shuf_beat,1.000000,0.999481,0.931620,1.000000,0.000000,0.865250,0.971608,0.764058,0.367469,0.000000,0.912949,0.999961,0.712022,0.663198
jazz_11::reverse::rev,1.000000,0.999999,0.867566,1.000000,0.909091,0.727647,0.973020,0.636801,0.334565,0.235294,0.729245,0.999999,0.758367,0.737273
jazz_11::shuffle::shuf_bar,1.000000,0.999948,0.957274,0.021382,0.428571,0.491282,0.971608,0.764058,0.553959,0.058824,0.980116,0.999995,0.669326,0.605193
jazz_11::displacement::disp_near,1.000000,0.987372,0.907042,1.000000,0.000000,0.517511,0.984240,0.867463,0.339790,0.000000,0.634405,0.988597,0.657868,0.631115
jazz_11::displacement::disp_far,0.666667,0.972190,0.875255,0.540514,0.000000,0.517511,0.957447,0.676985,0.342694,0.058824,0.586013,0.997493,0.568215,0.524573
jazz_12::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_12::shuffle::shuf_beat,1.000000,0.998345,0.952354,0.386743,0.000000,0.529330,0.985798,0.869553,0.327925,0.000000,0.896244,0.999922,0.641028,0.579702
jazz_12::shuffle::shuf_bar,1.000000,0.999842,0.955877,1.000000,0.266667,0.529330,0.943332,0.603901,0.314434,0.250000,0.948008,0.999992,0.709012,0.656048
jazz_12::reverse::rev,1.000000,0.999985,0.948989,1.000000,0.000000,0.533369,1.000000,1.000000,0.336113,0.000000,0.727042,0.999997,0.692547,0.658511
jazz_12::displacement::disp_near,1.000000,0.982382,0.909372,1.000000,0.000000,0.582659,0.985798,0.869553,0.287170,0.000000,0.423786,0.958419,0.628844,0.630448
jazz_12::displacement::disp_far,1.000000,0.963286,0.938213,1.000000,0.000000,0.689317,1.000000,1.000000,0.277582,0.000000,0.485181,0.977967,0.662178,0.655867
jazz_13::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_13::shuffle::shuf_beat,1.000000,0.999809,0.900608,0.626183,0.600000,0.744109,0.934467,0.250743,0.297189,0.111111,0.878325,0.999977,0.665998,0.611445
jazz_13::shuffle::shuf_bar,1.000000,0.999883,0.934664,1.000000,0.222222,0.744109,0.934467,0.250743,0.470392,0.388889,0.964966,0.999995,0.719417,0.666826
jazz_13::reverse::rev,1.000000,0.999988,0.894548,1.000000,0.909091,0.727647,0.986847,0.652100,0.281799,0.000000,0.555764,0.999995,0.725756,0.715589
jazz_13::displacement::disp_near,0.500000,0.980489,0.901755,1.000000,1.000000,0.818770,0.972623,0.476057,0.327059,0.055556,0.584254,0.995244,0.689259,0.670970
jazz_13::displacement::disp_far,0.500000,0.991905,0.912216,1.000000,0.600000,0.744109,0.972243,0.475725,0.340126,0.000000,0.606832,0.996149,0.652287,0.623944
jazz_14::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_14::shuffle::shuf_beat,1.000000,0.998835,0.957119,0.804816,0.000000,0.000000,0.899721,0.000000,0.415732,0.000000,0.893296,0.999919,0.553743,0.475258
jazz_14::shuffle::shuf_bar,1.000000,0.999495,0.982734,0.500505,0.307692,0.506938,0.970132,0.817645,0.717813,0.636364,0.969542,0.999989,0.773011,0.730681
jazz_14::reverse::rev,1.000000,0.999947,0.946638,0.220883,0.400000,0.517511,0.921875,0.666560,0.293652,0.000000,0.766549,0.999996,0.616055,0.562747
jazz_14::displacement::disp_near,0.833333,0.977085,0.940397,0.804816,0.222222,0.641267,0.984676,0.911981,0.352108,0.272727,0.535978,0.994223,0.680433,0.665674
jazz_14::displacement::disp_far,1.000000,0.989107,0.921284,0.804816,0.285714,0.720021,0.984287,0.919231,0.332066,0.181818,0.523632,0.993183,0.695482,0.685422
jazz_15::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.916667,0.900000
jazz_15::shuffle::shuf_beat,1.000000,0.999862,0.853710,0.839996,0.000000,0.000000,0.863514,0.000000,0.543020,0.333333,0.899355,0.999994,0.579051,0.504986
jazz_15::shuffle::shuf_bar,1.000000,0.999991,0.856158,1.000000,0.000000,0.000000,1.000000,1.000000,0.495754,0.733333,0.569244,0.999998,0.701307,0.684893
jazz_15::reverse::rev,1.000000,0.999996,0.831196,0.622970,0.285714,0.000000,0.912033,0.000000,0.363550,0.266667,0.636783,0.999986,0.543530,0.488773
rock_01::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
jazz_15::displacement::disp_near,1.000000,0.912458,0.713263,0.839996,0.000000,0.000000,0.949468,0.000000,0.327508,0.066667,0.350308,0.997891,0.466193,0.425683
jazz_15::displacement::disp_far,1.000000,0.954156,0.760427,0.575720,0.000000,0.000000,0.949468,0.000000,0.322433,0.066667,0.387840,0.999215,0.461801,0.416067
rock_01::shuffle::shuf_beat,1.000000,0.999267,0.908427,0.600094,0.000000,0.704163,0.955241,0.743496,0.424587,0.000000,0.914396,0.999983,0.663886,0.605280
rock_01::shuffle::shuf_bar,1.000000,0.999634,0.940143,1.000000,0.000000,0.665429,0.955241,0.743496,0.493993,0.666667,0.973215,0.999995,0.766244,0.722189
rock_01::reverse::rev,1.000000,0.999963,0.875259,1.000000,0.909091,0.727647,0.984287,0.919231,0.235631,0.000000,0.725261,0.999994,0.754209,0.732686
rock_01::displacement::disp_near,0.666667,0.953031,0.887853,1.000000,0.000000,0.766380,0.887520,0.000000,0.282867,0.333333,0.671227,0.994512,0.578357,0.529455
rock_01::displacement::disp_far,0.833333,0.981727,0.865197,0.626183,0.000000,0.766380,0.941883,0.646512,0.281630,0.333333,0.661733,0.989642,0.624992,0.588466
rock_02::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_02::shuffle::shuf_beat,1.000000,0.999509,0.952628,1.000000,1.000000,0.848573,1.000000,1.000000,0.299601,0.111111,0.930266,0.999982,0.824831,0.796818
rock_02::shuffle::shuf_bar,1.000000,0.999767,0.980934,1.000000,0.000000,0.848573,0.984676,0.911981,0.621862,0.333333,0.984980,0.999995,0.793365,0.753551
rock_02::reverse::rev,1.000000,0.999997,0.934438,1.000000,0.000000,0.720021,0.932776,0.391063,0.306818,0.000000,0.790542,0.999995,0.645412,0.595563
rock_02::displacement::disp_near,1.000000,0.978512,0.919030,1.000000,0.000000,0.744109,1.000000,1.000000,0.325530,0.000000,0.721398,0.990005,0.696662,0.668314
rock_02::displacement::disp_far,0.833333,0.940875,0.916462,1.000000,0.000000,0.848573,0.912033,0.000000,0.254126,0.000000,0.519452,0.980387,0.556111,0.524099
rock_03::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999473,1.000000,0.999818,1.000000,0.999927,0.999931
rock_03::shuffle::shuf_bar,1.000000,0.998509,0.987631,0.710493,0.133333,0.417285,0.985129,0.837358,0.302406,0.166667,0.949749,0.999995,0.687221,0.629721
rock_03::reverse::rev,0.833333,0.998892,0.979195,0.044585,0.333333,0.476000,0.972322,0.716515,0.271939,0.000000,0.792703,0.999995,0.595612,0.535586
rock_03::shuffle::shuf_beat,0.833333,0.998332,0.979648,1.000000,1.000000,0.641267,0.649007,0.117457,0.282533,0.083333,0.893161,0.999994,0.652523,0.593776
rock_03::displacement::disp_near,1.000000,0.998834,0.979069,0.710493,0.000000,0.533369,0.655188,0.086237,0.286296,0.083333,0.623941,0.997194,0.525347,0.469446
rock_03::displacement::disp_far,1.000000,0.998635,0.974383,1.000000,0.000000,0.566607,0.984192,0.836126,0.288386,0.166667,0.612670,0.995919,0.679467,0.656072
rock_04::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_04::shuffle::shuf_beat,1.000000,0.999731,0.978068,0.386743,0.533333,0.550982,0.947497,0.301132,0.310911,0.000000,0.830183,0.999987,0.629227,0.572158
rock_04::shuffle::shuf_bar,1.000000,0.999679,0.976739,0.007720,0.333333,0.476000,0.947497,0.301132,0.415751,0.000000,0.960467,0.999998,0.596895,0.520251
rock_04::reverse::rev,1.000000,0.999675,0.973361,1.000000,1.000000,0.656117,1.000000,1.000000,0.352330,0.428571,0.709994,0.999996,0.825272,0.819496
rock_04::displacement::disp_near,0.000000,0.984615,0.964687,1.000000,0.923077,0.729575,1.000000,1.000000,0.291735,0.000000,0.734661,0.998958,0.696853,0.663359
rock_04::displacement::disp_far,1.000000,0.978489,0.944939,1.000000,0.714286,0.476000,0.960581,0.371572,0.274286,0.000000,0.701354,0.998376,0.673434,0.638856
rock_05::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_05::shuffle::shuf_beat,1.000000,0.999074,0.953855,0.469752,0.500000,0.579728,1.000000,1.000000,0.406368,0.100000,0.909370,0.999993,0.725609,0.679850
rock_05::shuffle::shuf_bar,1.000000,0.999785,0.972048,1.000000,0.666667,0.878672,0.983891,0.924842,0.587667,0.400000,0.954767,0.999992,0.850500,0.825153
rock_05::reverse::rev,1.000000,0.999999,0.945551,1.000000,1.000000,0.579728,0.955241,0.743496,0.328586,0.000000,0.805941,0.999997,0.755606,0.726246
rock_05::displacement::disp_near,0.500000,0.997115,0.950635,1.000000,0.153846,0.742647,0.969372,0.834031,0.432600,0.200000,0.617434,0.994161,0.677303,0.653751
rock_05::displacement::disp_far,1.000000,0.992262,0.945258,1.000000,0.666667,0.828598,0.941883,0.646512,0.431293,0.100000,0.554024,0.988649,0.730813,0.726712
rock_06::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_06::shuffle::shuf_beat,1.000000,0.999681,0.989210,0.469752,0.923077,0.582659,1.000000,1.000000,0.387571,0.666667,0.922453,0.999977,0.812099,0.782328
rock_06::shuffle::shuf_bar,1.000000,0.999935,0.994074,1.000000,0.000000,0.665429,1.000000,1.000000,0.564100,1.000000,0.972682,0.999989,0.838185,0.808574
rock_06::reverse::rev,1.000000,0.999997,0.984119,1.000000,0.000000,0.766380,0.970877,0.795471,0.351850,0.666667,0.671720,0.999990,0.746851,0.729243
rock_06::displacement::disp_near,1.000000,0.989671,0.979860,1.000000,0.923077,0.582659,0.941137,0.696997,0.308186,0.000000,0.735189,0.997142,0.736211,0.711317
rock_06::displacement::disp_far,1.000000,0.994023,0.980147,1.000000,0.000000,0.665429,0.959560,0.531839,0.345302,0.333333,0.733585,0.997126,0.688362,0.654065
rock_07::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_07::shuffle::shuf_beat,1.000000,0.994876,0.920956,0.626183,0.222222,0.665429,1.000000,1.000000,0.388511,1.000000,0.834858,0.999977,0.784311,0.757793
rock_07::shuffle::shuf_bar,1.000000,0.999609,0.938872,0.626183,0.000000,0.641945,0.983428,0.910279,0.416538,1.000000,0.907035,0.999992,0.765755,0.728260
rock_07::reverse::rev,1.000000,0.999997,0.778827,1.000000,0.000000,0.641945,0.984438,0.836448,0.305321,0.000000,0.820303,0.999997,0.667457,0.619023
rock_07::displacement::disp_near,1.000000,0.951595,0.835482,0.626183,0.000000,0.665429,1.000000,1.000000,0.272799,0.000000,0.236249,0.925033,0.572945,0.596587
rock_07::displacement::disp_far,1.000000,0.903781,0.768990,0.626183,0.000000,0.641945,1.000000,1.000000,0.318094,0.000000,0.207777,0.873042,0.536592,0.578185
rock_08::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_08::shuffle::shuf_beat,1.000000,0.999153,0.961707,0.600094,0.000000,0.566607,0.970213,0.633703,0.309191,0.000000,0.874819,0.999970,0.636996,0.576998
rock_08::shuffle::shuf_bar,1.000000,0.999876,0.947378,1.000000,0.000000,0.579728,0.946140,0.452769,0.354205,1.000000,0.973563,0.999997,0.746785,0.698802
rock_08::reverse::rev,1.000000,0.999995,0.988279,1.000000,0.000000,0.704163,0.946140,0.452769,0.400522,0.000000,0.750441,0.999998,0.665518,0.623723
rock_08::displacement::disp_near,0.500000,0.967732,0.937577,1.000000,0.000000,0.720021,0.971484,0.635106,0.312654,0.000000,0.709409,0.997712,0.618004,0.571815
rock_08::displacement::disp_far,1.000000,0.966989,0.939228,1.000000,1.000000,0.641267,1.000000,1.000000,0.271793,0.000000,0.662407,0.998071,0.763815,0.751361
rock_09::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_09::shuffle::shuf_beat,1.000000,0.999408,0.959973,1.000000,0.222222,0.641267,1.000000,1.000000,0.336498,0.214286,0.843449,0.999983,0.749021,0.714577
rock_09::shuffle::shuf_bar,1.000000,0.999785,0.967930,1.000000,0.600000,0.579728,0.980454,0.896097,0.374045,0.000000,0.967901,0.999998,0.760958,0.716379
rock_09::reverse::rev,1.000000,0.999727,0.934766,1.000000,0.666667,0.566607,0.980454,0.896097,0.292085,0.000000,0.843875,0.999999,0.741761,0.705816
rock_09::displacement::disp_near,0.500000,0.992431,0.952630,0.042436,0.500000,0.626695,0.963855,0.706348,0.279640,0.000000,0.639760,0.996671,0.573787,0.526207
rock_09::displacement::disp_far,1.000000,0.993467,0.953637,0.626183,0.000000,0.566607,0.946658,0.519192,0.294295,0.000000,0.638858,0.996810,0.600627,0.558447
rock_10::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_10::shuffle::shuf_beat,1.000000,0.999773,0.968823,1.000000,0.000000,0.641945,0.984906,0.837064,0.351036,1.000000,0.934357,0.999981,0.790151,0.754792
rock_10::shuffle::shuf_bar,1.000000,0.999591,0.965590,1.000000,0.800000,0.649100,0.972322,0.716515,0.445918,0.500000,0.981340,0.999996,0.817252,0.782581
rock_10::reverse::rev,1.000000,0.999579,0.937939,0.002128,0.166667,0.517511,0.973702,0.477001,0.342436,1.000000,0.727612,0.999998,0.656156,0.614784
rock_10::displacement::disp_near,1.000000,0.975152,0.924727,0.292156,0.857143,0.597645,0.958515,0.620742,0.312248,0.000000,0.716222,0.997236,0.658547,0.619986
rock_10::displacement::disp_far,1.000000,0.966926,0.931222,0.292156,0.800000,0.641945,1.000000,1.000000,0.286045,0.000000,0.569730,0.993907,0.679454,0.661240
rock_11::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.962712,0.117647,0.999996,1.000000,0.922405,0.906886
rock_11::shuffle::shuf_beat,0.166667,0.997760,0.971811,0.178591,0.461538,0.486706,0.973020,0.636801,0.343440,0.117647,0.858559,0.999986,0.578209,0.508083
rock_11::shuffle::shuf_bar,0.166667,0.998753,0.980537,1.000000,0.400000,0.566607,0.959560,0.531839,0.449890,0.058824,0.967753,0.999998,0.654204,0.588289
rock_11::reverse::rev,1.000000,0.999982,0.973539,0.671974,0.000000,0.566607,1.000000,1.000000,0.359728,0.000000,0.804057,0.999997,0.680204,0.635954
rock_11::displacement::disp_near,1.000000,0.988739,0.960069,0.075473,0.363636,0.517511,0.946140,0.452769,0.311710,0.117647,0.713943,0.998865,0.593929,0.541974
rock_11::displacement::disp_far,1.000000,0.992568,0.965515,0.075473,0.181818,0.517511,1.000000,1.000000,0.320165,0.058824,0.500752,0.995314,0.612501,0.587229
rock_12::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_12::shuffle::shuf_beat,1.000000,0.999657,0.956832,0.429798,0.363636,0.486706,0.941883,0.646512,0.305377,0.000000,0.916884,0.999968,0.644959,0.582325
rock_12::shuffle::shuf_bar,1.000000,0.999960,0.967272,0.429798,0.133333,0.580032,0.985431,0.889015,0.614430,0.666667,0.978825,0.999991,0.757513,0.711149
rock_12::reverse::rev,1.000000,0.999983,0.948595,1.000000,0.666667,0.661921,0.947497,0.301132,0.329201,0.333333,0.772735,0.999991,0.721863,0.689097
rock_12::displacement::disp_near,0.833333,0.972258,0.945628,0.008353,0.000000,0.000000,1.000000,1.000000,0.330214,0.000000,0.542388,0.995589,0.527830,0.481318
rock_12::displacement::disp_far,1.000000,0.949805,0.891193,0.469752,0.571429,0.486706,0.947497,0.301132,0.283677,0.000000,0.356858,0.992539,0.567258,0.548603
rock_13::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_13::shuffle::shuf_beat,1.000000,0.999295,0.973851,0.185406,0.181818,0.517511,0.971884,0.635547,0.494774,0.000000,0.919957,0.999991,0.639587,0.575558
rock_13::shuffle::shuf_bar,1.000000,0.999924,0.980644,0.185406,0.666667,0.566607,0.971884,0.635547,0.606981,1.000000,0.969586,0.999997,0.784822,0.744846
rock_13::reverse::rev,1.000000,0.999999,0.976003,0.343018,0.545455,0.579728,0.971884,0.635547,0.445058,0.000000,0.767813,0.999996,0.670462,0.627909
rock_13::displacement::disp_near,1.000000,0.998383,0.976046,0.343018,0.545455,0.566607,1.000000,1.000000,0.517633,0.000000,0.636183,0.989863,0.697761,0.678264
rock_13::displacement::disp_far,1.000000,0.993399,0.975582,0.072699,0.545455,0.517511,0.946140,0.452769,0.550356,0.000000,0.610476,0.985416,0.614533,0.582888
rock_14::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_14::shuffle::shuf_beat,1.000000,0.999886,0.985073,0.600094,0.888889,0.715928,0.934467,0.250743,0.316718,0.000000,0.918121,0.999983,0.692768,0.639564
rock_14::shuffle::shuf_bar,1.000000,0.999972,0.987836,1.000000,1.000000,0.720021,0.947497,0.301132,0.576236,0.555556,0.970690,0.999992,0.821631,0.788909
rock_14::reverse::rev,1.000000,0.999740,0.976625,0.600094,0.888889,0.641267,1.000000,1.000000,0.324307,0.000000,0.837921,0.999994,0.753838,0.720910
rock_14::displacement::disp_near,0.833333,0.930771,0.929800,0.072699,0.000000,0.000000,1.000000,1.000000,0.272649,0.000000,0.664106,0.983006,0.522167,0.467691
rock_14::displacement::disp_far,1.000000,0.974612,0.941594,0.072699,0.285714,0.704163,0.987342,0.000000,0.288324,0.000000,0.563920,0.977541,0.534665,0.495116
rock_15::control::ctrl,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
rock_15::shuffle::shuf_beat,1.000000,0.999463,0.871119,0.671974,0.000000,0.626695,0.985057,0.902341,0.363841,0.125000,0.897283,0.999964,0.679596,0.625861
rock_15::shuffle::shuf_bar,1.000000,0.999799,0.902897,1.000000,0.000000,0.566607,1.000000,1.000000,0.432625,0.375000,0.951224,0.999993,0.749839,0.704716
rock_15::reverse::rev,1.000000,0.999939,0.910553,0.671974,0.444444,0.566607,0.985057,0.902341,0.294886,0.187500,0.764575,0.999997,0.703435,0.667801
rock_15::displacement::disp_near,0.833333,0.985615,0.859982,1.000000,0.000000,0.626695,0.970132,0.817645,0.391759,0.375000,0.723958,0.998277,0.687779,0.653839
rock_15::displacement::disp_far,0.666667,0.980856,0.919302,0.093829,0.181818,0.529330,0.985057,0.902341,0.472681,0.187500,0.733615,0.998669,0.616080,0.566660
